munic,RTC_mex00,RTC_us00,RTC2_mex00,RTC2_us00,RTC_HM16_us00
484013056,-.1090333832398756,-.0527738807686546,-.105118238934665,-.0489971915376373,-.0305239481127728
484013057,-.1052105680573732,-.0488559377554338,-.104412452375982,-.0469177877967013,-.0271274363356042
484013058,-.1159535319674205,-.0419319506927849,-.114538311448996,-.0427679065105622,-.0209283483520721
484013059,-.0907647554922733,-.0523422482572187,-.1016679792519426,-.0446515938037919,-.0244235195234523
484013060,-.1184058440185254,-.0336170017442328,-.1162211022965494,-.0395044573033374,-.0205160775768434
484013061,-.0993861279566772,-.039829866225773,-.101079642692639,-.0435569325227334,-.0241597925713677
484013062,-.1085234088895959,-.0838367158894471,-.1090815432471572,-.082799633434206,-.0731445966020488
484013063,-.1093434689100832,-.0461360276676714,-.1063572971033864,-.0482793512346689,-.0267717878759868
484013064,-.0988735495484434,-.028787757633836,-.100597252487205,-.0363965485303197,-.0186991451173526
484013065,-.1170312927861232,-.0789492311159847,-.11411080614198,-.0687214500503615,-.0441585315666089
484013066,-.100331681969692,-.0385559521455434,-.1014944073540391,-.0424221645616853,-.0223597262490784
484013067,-.1092197672696784,-.058324855286628,-.1027645993162878,-.0478612684200925,-.0281802276214194
484013068,-.1017858127306681,-.0510584807307168,-.1008700463862624,-.0538749405459384,-.0341089564139452
484013069,-.126552164554596,-.0666706897318363,-.1018008741084486,-.0446431594900787,-.0253632616950199
484013070,-.1205815512366826,-.0411850818345556,-.1215711525874212,-.037081543214299,-.0229114399423906
484013071,-.097883179463679,-.0343171003883072,-.100194732673117,-.0410074852238722,-.0231423885866207
484013072,-.1014254488691222,-.042337257633335,-.1009764332557097,-.0448976006719022,-.0235213734227955
484013073,-.1108083508661366,-.0560577305495826,-.1073717839171877,-.0501000652038783,-.031791155839187
484013074,-.0947903914529888,-.0250361231146599,-.0976247526268708,-.033269651907176,-.0216582658348443
484013075,-.1058040052994329,-.0651853238559852,-.105831556393241,-.0663926389629523,-.0455286608012386
484013076,-.1001334011089057,-.0455006393312942,-.1007970385253429,-.0448016072623432,-.0241130301292287
484013077,-.0954287985805422,-.0293911192929954,-.0992249369155616,-.040179538569646,-.0228122587905091
484013078,-.1045085140212905,-.0451803172181826,-.1017427747574402,-.0446332066876494,-.0249316851582648
484013079,-.118711291688669,-.0975525384255889,-.1160216961579863,-.0885227973940346,-.0697939319026659
484013080,-.1171200131429941,-.0902235112935159,-.1148325501126237,-.0866969112594234,-.0669397527657338
484013081,-.1183729980565147,-.0684701617429155,-.1131906813679962,-.0621563630920718,-.0434703228198714
484013082,-.0971449392673094,-.0256126246385975,-.0980074093677104,-.0305835810868302,-.0187429744728433
484014001,-.1017923564068042,-.0478106446962556,-.1023379756661598,-.0504467179707717,-.0314596623911712
484014002,-.1005066090583568,-.049424372789872,-.1004916012461763,-.0527307648735587,-.0216876695176325
484014003,-.0959308022149941,-.0526400652488519,-.1034359673212748,-.0514000023613335,-.0291739266631339
484014004,-.1066260904772207,-.0436649717157707,-.1012724682223052,-.046358214749489,-.0243218773248373
484014005,-.0867836213278679,-.008558278283914,-.098266942135524,-.0334043181628658,-.0222596782837172
484014006,-.10133041060908,-.0525781875176108,-.1006797380614444,-.0509240235996913,-.0223382049991585
484014007,-.102289788259327,-.0426009932690192,-.1012694530072622,-.0436207097263832,-.0227810777378181
484014008,-.0987773447377549,-.0476874239045628,-.1049350020839484,-.0569657342684877,-.0377664918904372
484014009,-.1074678334931605,-.0448482876283549,-.1010333702433854,-.0456755148406955,-.0225690740753635
484014010,-.1053097687545233,-.0386745728319511,-.1033093231962994,-.0385336910403566,-.0205950948875397
484014011,-.1017540348693728,-.0451560383662581,-.0993799614952877,-.0439769072145282,-.0256059744860977
484014012,-.1153968969592825,-.042608620133251,-.1070135068148375,-.0455556935630739,-.0241782434168272
484014013,-.1027826336940052,-.050682522796933,-.1024355585104786,-.0509513334504845,-.0294995813077605
484014014,-.1027375959092751,-.050508532582171,-.1020886221667752,-.0478470395755721,-.0261018237360986
484014015,-.106508864031639,-.0520166000824247,-.1048390449432191,-.0530487715404888,-.0228185632955729
484014016,-.1072568164345285,-.0640147953726,-.1068078125244938,-.0623161749958854,-.0434012457450024
484014017,-.114278802589979,-.0402942984947003,-.1074637765414082,-.0430146094149677,-.0221978477336506
484014018,-.0989097137863553,-.0536811178389343,-.0976850886072498,-.0484984815971075,-.0282576234748149
484014019,-.0902587433811277,-.0100811247248203,-.0962273424956948,-.0274582786951214,-.0194779420708073
484014020,-.1102650154425646,-.0334688587863639,-.1069263714598492,-.0370158243749756,-.0195063540747924
484014021,-.0984181434614584,-.0489115329592096,-.0989954880060395,-.0480355795643845,-.020702553049432
484014022,-.1063710192055964,-.0405146223667847,-.106597302321461,-.0449935804826964,-.0246390274248824
484014023,-.102995040730093,-.0392675321693332,-.1028687630678178,-.0429029591241488,-.0175073538866855
484014024,-.1041601351862482,-.0519559821526627,-.104212667538377,-.0512077308630978,-.0297550239328075
484014025,-.1022620960866334,-.057570435164962,-.10333364905091,-.055225343494385,-.0296663637841448
484014026,-.1058214949443936,-.0340764286520425,-.1035587901715189,-.0404051054647425,-.0230299981776625
484014027,-.1016358126216801,-.0440155239721207,-.1017805426236009,-.0443857198497426,-.0243388575246399
484014028,-.1048852776721105,-.0410420062116827,-.1030981661751866,-.0440763127116952,-.0262768533139024
484014029,-.1015395082540636,-.044890227380165,-.1013986717152875,-.045608796020133,-.0265381978097139
484014030,-.1085301719867857,-.050841230811784,-.1094321819618926,-.049352492656908,-.0216624309776989
484014031,-.1013498678803444,-.0442417860031128,-.1013498678803444,-.0442417860031128,-.0250134728848934
484014032,-.1184493179898709,-.0415434538081172,-.1169297826709226,-.0407685163518181,-.019452381231531
484014033,-.1065419339865912,-.0525952337393392,-.1054644153045956,-.0515707627455413,-.0316375246244434
484014034,-.1103370296768844,-.0500887497037183,-.1102992566302419,-.0494766948686447,-.0300168341491371
484014035,-.1044466742605437,-.0594449850755154,-.1052878705013427,-.0578455223658239,-.0383276117803462
484014036,-.1082903947937126,-.0446320401310913,-.1038213305000681,-.0447450993415259,-.0238426087936432
484014037,-.1029955658013932,-.0503863695039399,-.1029035188403213,-.0491765608558126,-.0215081130443195
484014038,-.0999766995519167,-.0443672653054819,-.098888089240063,-.0445267281829729,-.0258303324499138
484014039,-.1166857417731535,-.0568599100332747,-.1159200880238132,-.0611895580210842,-.0347938542111734
484014040,-.1039878126466647,-.0439733653111034,-.1017123947967775,-.0418582429010712,-.0227232822162478
484014041,-.0950188203714788,-.0610093525610864,-.1001526615582407,-.0562580359401181,-.0316626811982132
484014042,-.0819642748683691,-.050437580794096,-.1011905591003597,-.0467103442642838,-.0272221500745218
484014043,-.1068045915599214,-.0398654950113269,-.1032582463230938,-.0415598646795843,-.0223447933621514
484014044,-.1063796972748605,-.0448858669033143,-.1053979518910637,-.0449366536522575,-.0232646625399866
484014045,-.1001093722801727,-.0469764183919565,-.100572936295066,-.0482544455880998,-.0298217411018413
484014046,-.0985691904788837,-.0604359189933348,-.102800650842255,-.0631893183713146,-.0455040904874977
484014047,-.1000245662726229,-.0525376309669809,-.1012604873685632,-.0536944488994777,-.0339143524688552
484014048,-.1103707683359971,-.0570653711874911,-.1079408038640395,-.052589298269595,-.0335721288174682
484014049,-.10179468174465,-.043647280363075,-.1015480334172025,-.0431317009606573,-.0244744499032095
484014050,-.104151526975329,-.0524359939099668,-.1050873189014965,-.0500430492647865,-.0291254563395
484014051,-.1183359701826703,-.0495991674179095,-.1171135785407387,-.0510767806554213,-.0238384042700091
484014052,-.1075142796034925,-.0556135747756343,-.1128286190505605,-.0619461915048305,-.0422487226080648
484014053,-.0964675319173693,-.0608054585841273,-.0975447336495563,-.0609563729130969,-.0446064546347884
484014054,-.1016623887699097,-.0426464640622726,-.1018049828708172,-.0414166998525616,-.0218754266024916
484014055,-.1056610732339323,-.0377611360527226,-.1026792328630108,-.0381991374742938,-.0194833106438637
484014056,-.1013498678803444,-.0442417860031128,-.1013498678803444,-.0442417860031128,-.0250134728848934
484014057,-.1026005586609244,-.0421639549313113,-.0990472615230829,-.04089322371874,-.0217987040814478
484014058,-.1061801572213881,-.0427586173682357,-.1030291561910417,-.0444101365137612,-.02255650279767
484014059,-.0929565915139392,-.036895541503327,-.096725685230922,-.0377792804356432,-.0175215111667058
484014060,-.1009048022096977,-.0439606482686941,-.1001578758005053,-.043488833704032,-.0244212065590546
484014061,-.1069816148956306,-.0558411407837411,-.1059103221923579,-.0519155189867888,-.0324423222273253
484014062,-.1013498678803444,-.0442417860031128,-.1013498604297638,-.0442417822778225,-.0250134710222483
484014063,-.0996188446207213,-.0739798305070849,-.1008408672605583,-.0701993217926429,-.0540234216560691
484014064,-.1009130216698395,-.0657909809633566,-.1037292638502549,-.0577253900519281,-.0337063307256926
484014065,-.1165977260170621,-.0449277715608787,-.1005460908054374,-.0432945693955844,-.0243772096784483
484014066,-.1060208780963876,-.0515042417446523,-.1066817585597164,-.0483400280868409,-.0261283677009487
484014067,-.1087774156549131,-.0465857339986542,-.1063398927217349,-.0476222307352145,-.0207426191803961
484014068,-.1030875168507919,-.045218070212286,-.1019096509262454,-.0453719896395341,-.0256653332626229
484014069,-.0953285761643201,-.0443749881815165,-.098854684154503,-.0441626469655603,-.0250310577539494
484014070,-.1187021743389778,-.0538490586195621,-.1127825367584592,-.0539340121958958,-.0308168160740934
484014071,-.1013498678803444,-.0442417860031128,-.1012085810070857,-.0431876283546444,-.0245690639712848
