munic,RTC_mex00,RTC_us00,RTC2_mex00,RTC2_us00,RTC_HM16_us00
484005021,-.0891696482431144,-.0443940074183047,-.0928438660921529,-.0441225941758603,-.0340997073799372
484005022,-.0982671407946327,-.016990913837617,-.0978538223789656,-.0157588504280284,-.0101506364235888
484005023,-.1046295951236971,-.0333501791828894,-.1049161312694196,-.0362472342822002,-.0146809029779433
484005024,-.1043167060488486,-.0835698263126687,-.1029881784270401,-.0756198353437867,-.0623899667658634
484005025,-.1094123833390768,-.0454409389175225,-.1102090607364517,-.0512777310066213,-.0316678336687062
484005026,-.096662259020377,-.0113749306547106,-.0965683259710204,-.0134058463518159,-.007542636252083
484005027,-.1029587256125524,-.0436536388874629,-.1028003667597659,-.044932877519841,-.027325234276276
484005028,-.0981932354270612,-.0295783233393649,-.1031991136769648,-.0381792903317546,-.0169218575822754
484005029,-.1008647703565657,-.043205922935158,-.1003680508583784,-.0433842024649493,-.0253789877460804
484005030,-.113913233535186,-.0376647737475651,-.1135611953850457,-.0436485116156291,-.022498110636846
484005031,-.0890915839554509,-.0413857969069795,-.08981749904342,-.0427182259845722,-.0296762636664312
484005032,-.1089152874810679,-.0157873409195872,-.0965771117116674,-.0177133877127744,-.00956194577617
484005033,-.101216656093527,-.0473779732554611,-.1017125477155787,-.0479979915478452,-.0274807338913661
484005034,-.0916392950457521,-.0329833325668005,-.0931082143069943,-.0289440076958272,-.009886186958397
484005035,-.1054904585301131,-.0463773102120966,-.105093040067004,-.0521855000104097,-.028811731636452
484005036,-.1059649148228345,-.0487079921949771,-.1048900854220847,-.0479516120394692,-.0267266019594672
484005037,-.0985784649383277,-.0483312117794412,-.0975172197795473,-.0443322185892612,-.0303615275934135
484005038,-.0882513053230127,-.0462600105009869,-.1012200734112412,-.0456502241722774,-.0248968232353946
484006001,-.1029275863693329,-.03492589893267,-.1034393803456624,-.0380619758773264,-.0204176998998804
484006002,-.1036765595417819,-.0440106508235658,-.1044669246221019,-.0483170013262679,-.021404545877175
484006003,-.1017524418712128,-.0438080505555263,-.1021145415434148,-.0447529354096332,-.022771289201728
484006004,-.101534636633005,-.0433430210141523,-.1012861661220086,-.0445620025329845,-.0251300492581095
484006005,-.0945319963830116,-.0510921540985692,-.0976533656430547,-.0501787435282495,-.0201893465735452
484006006,-.1019870596355759,-.0449493793030342,-.1023329742602073,-.0459175599862647,-.0267575599355041
484006007,-.0962743305135518,-.0166838368750177,-.0987496732268482,-.0229769127327017,-.0131357952363942
484006008,-.1058480353385676,-.0438555114726569,-.110719702217466,-.0529053703276077,-.0297950939382901
484006009,-.1050167756766314,-.0507086586458172,-.1013256558508147,-.0488760223615827,-.0240012740396196
484007001,-.0944701113621704,-.0467529611851205,-.102271792216925,-.0446214750554645,-.0249530452811086
484007002,-.1049014948221156,-.045290030670003,-.1025598596897908,-.0447381875437713,-.0246267358704699
484007003,-.109808000150224,-.0437432124949737,-.1060381813222193,-.0393770082446281,-.022769022534618
484007004,-.1026030996872578,-.0460083922371268,-.1013729466940276,-.0449106069281697,-.0249056004010981
484007005,-.1021013450517785,-.0445294937671861,-.1018442680942826,-.0444773355557118,-.0252286396946033
484007006,-.1025701634753204,-.0479704744814171,-.1015191898768535,-.045616279382557,-.0248658308155427
484007007,-.1164334435015917,-.0576546634547412,-.1164901838637888,-.0556393220322207,-.0283372410340235
484007008,-.1028019355726428,-.0462898844025403,-.1015300699073123,-.0455162201137682,-.0248621582456963
484007009,-.1001674375947914,-.039712073529472,-.1076572005440539,-.0378817560895186,-.0180389399552041
484007010,-.1024201010295656,-.0436592202240718,-.1019838795764372,-.0437183833491872,-.0245947018047445
484007011,-.1012947733834153,-.045819883911463,-.1014345352887176,-.0447101402878616,-.0250793675477325
484007012,-.1010613243124681,-.0494148249863429,-.1017072679242119,-.0477794579583133,-.0283512557189169
484007013,-.0995537578128278,-.0465321287629195,-.101872889441438,-.0448602645192295,-.0243178341333987
484007014,-.1013636900752317,-.0443749520782148,-.1015130821615458,-.0450472713564523,-.0257178629872215
484007015,-.1023489020908528,-.0450653018297089,-.1031242865028617,-.0457288251782302,-.0248471070841561
484007016,-.1047163587063551,-.0412903670221567,-.1034092558838893,-.0431819385848939,-.024555058698752
484007017,-.1026000876590842,-.0446131097232865,-.1030524030138622,-.0463690046397005,-.0253488102680421
484007018,-.1014541587792337,-.0395741187676322,-.1031269761733711,-.0432503957381414,-.024149393856078
484007019,-.1055154707128168,-.0448972574799882,-.1058661935021519,-.0469978292021551,-.0236876357014353
484007020,-.1028963019780349,-.0439497064226089,-.1027369143703254,-.0438489849702819,-.0244834666697216
484007021,-.1024173862824682,-.0507700833695708,-.1013119072595146,-.0461596228997223,-.0254895008038147
484007022,-.1013498678803444,-.0442417860031128,-.101731164555531,-.0446857569913846,-.0254065770859597
484007023,-.1027188948137336,-.0470355722575277,-.1037297938673873,-.0506575375361535,-.0323496423399092
484007024,-.1013498678803444,-.0442417860031128,-.1013498678803444,-.0442417860031128,-.0250134728848934
484007025,-.1013492931301698,-.0442374522343982,-.101521622040309,-.0450530018351856,-.0257094107291778
484007026,-.1014088789524976,-.0448060021444689,-.1016498878307175,-.0456572758266702,-.0261206529321498
484007027,-.0899044124302861,-.0387719619685782,-.1020126175717451,-.0452856826505013,-.02546799333183
484007028,-.1013498678803444,-.0442417860031128,-.1013498678803444,-.0442417860031128,-.0250134728848934
484007029,-.1025384431704879,-.0372459078207612,-.1016576052643359,-.0432329366449267,-.0246038605837384
484007030,-.1014521673278068,-.0456966210126666,-.1014204730163328,-.045866672468037,-.0250272149601187
484007031,-.1012334341940004,-.0459801989254629,-.1012093599747459,-.046282525818242,-.0249772538470552
484007032,-.1028606439358555,-.04034740334464,-.1021684329753043,-.0461962089302688,-.0260176233653056
484007033,-.0931833917275071,-.0491063105873764,-.1001776721095666,-.0457698776153848,-.0255125020485139
484007034,-.1017174505759613,-.0446871449839819,-.1016318381225574,-.044758923129848,-.0246545452919236
484007035,-.1017849121853942,-.0440132424846524,-.1016857637150679,-.0432742393313674,-.0247134144710799
484007036,-.1015283149954485,-.0448244755157248,-.1016186923370697,-.0448483577256411,-.0259345770027721
484007037,-.1032984894991387,-.0453454591261107,-.1041867795865983,-.0455374391640362,-.0244829604225743
484007038,-.1106711570173502,-.034934728872031,-.1014507837826386,-.0441007508120492,-.0248823759393417
484007039,-.1013498678803444,-.0442417860031128,-.1012633866630495,-.0444288595463149,-.0250266368311713
484007040,-.100458421775329,-.0476671748865556,-.099682820324233,-.048548393717283,-.0211732579283535
484007041,-.1014922109243344,-.0446257345211052,-.1019345090899151,-.0453880678542191,-.025411333253885
484007042,-.1009858334437013,-.0474992929957807,-.1014374812948518,-.0450041488802526,-.025584346796677
