year,munic,intl_migrants,pop,intl_mig_rt_partialhh,chg_intl_mig_rt_partialhh
2000,484005035,45.70999959297478,5273.719971630722,.0086675063,.0015688064
2000,484005036,.8499999959021807,188.5199962761253,.0045088055,
2000,484005037,1.329999970272183,61.52999862469733,.021615472,
1995,484005038,0,1090.89000159502,0,
2000,484005038,1.74000003002584,126.5700014531612,.013747334,.013747334
1995,484006001,50.38999971747398,1550.660000000149,.032495841,
2000,484006001,31.47999999113381,1521.08999566175,.020695684,-.011800157
1995,484006002,32.8999997228384,1177.499998461455,.027940553,
2000,484006002,32.80000022612512,1272.099997701123,.025784137,-.002156416
1995,484006003,7.319999948143959,245.9499992579222,.029762147,
2000,484006003,6.0799999833107,191.9799996316433,.031669967,.0019078199
1995,484006004,2.279999971389771,113.9699993133545,.020005265,
2000,484006004,6.79999989643693,185.929998125881,.036572903,.016567638
1995,484006005,12.02999976277351,241.1699996739626,.049881823,
2000,484006005,10.19000004790723,261.9099993295968,.038906496,-.010975327
1995,484006006,1.749999970197678,55.25000029802322,.031674206,
2000,484006006,1.719999961555004,54.43999878317118,.031594414,-.000079791993
2000,484006007,3.149999961256981,84.09999913349748,.03745541,
1995,484006008,39.00000065565109,825.6299999207258,.047236655,
2000,484006008,23.13999980315566,986.9700019806624,.023445494,-.02379116
1995,484006009,22.76999980211258,639.240000128746,.035620425,
2000,484006009,14.91999992541969,807.979996195063,.018465804,-.017154621
2000,484007001,.6499999985098839,141.7099992521107,.0045868321,
2000,484007002,.0500000007450581,247.2500000447035,.00020222447,
1995,484007003,0,808.7500131130219,0,
2000,484007003,1.759999999776483,249.929998992011,.0070419717,.0070419717
2000,484007004,0,221.0699989721179,0,
2000,484007005,.1299999989569187,187.3699994124472,.00069381436,
2000,484007006,.51999999769032,260.0200010873377,.0019998462,
2000,484007007,0,66.23000017553568,0,
2000,484007008,.6399999931454659,268.0999989192933,.0023871691,
1995,484007009,3.609999895095825,613.9799818992615,.0058796704,
2000,484007009,2.270000044256449,382.1700048558414,.0059397649,.00006009452
2000,484007010,.2099999953061342,65.94999852590263,.0031842305,
2000,484007011,2.250000059604645,181.7800010032952,.012377599,
2000,484007012,.3200000002980232,285.4999988470227,.0011208407,
2000,484007013,.359999991953373,225.9699970930815,.0015931318,
2000,484007014,0,146.3400000520051,0,
2000,484007015,4.650000065565109,390.0200034622103,.011922466,
2000,484007016,.0599999986588955,156.0499986857176,.00038449213,
1995,484007017,0,569.1500036716461,0,
2000,484007017,.3399999886751175,640.179992325604,.00053110061,.00053110061
2000,484007018,.1599999982863665,71.83999891765416,.0022271716,
1995,484007019,9.300000190734863,2389.450041294098,.003892109,
2000,484007019,5.099999975413084,1044.540007561445,.0048825322,.00099042314
1995,484007020,0,1112.989972114563,0,
2000,484007020,.4999999962747097,396.6100022513419,.0012606843,.0012606843
2000,484007021,1.589999981224537,192.5700007118285,.0082567381,
2000,484007022,0,121.8699972759932,0,
2000,484007023,2.700000107288361,589.1800150722265,.0045826402,
2000,484007024,.0599999986588955,81.41999883949757,.0007369197,
1995,484007025,0,2099.389986038208,0,
2000,484007025,.2499999962747097,69.43999869003892,.0036002304,.0036002304
2000,484007026,.0500000007450581,308.2900026869029,.00016218495,
1995,484007027,0,680.3999891281128,0,
2000,484007027,.3299999982118607,605.3900026492775,.00054510316,.00054510316
2000,484007028,.1399999968707562,52.1299988348037,.0026855937,
2000,484007029,.1600000001490116,42.16999941878021,.0037941665,
2000,484007030,.4899999983608723,249.5199998188764,.0019637705,
2000,484007031,.800000011920929,776.1800060328096,.0010306888,
1995,484007032,10.19999980926514,1132.059982299805,.0090101231,
2000,484007032,1.18000003322959,279.7200040798634,.0042185043,-.0047916188
2000,484007033,.0299999993294477,52.37999882921577,.00057273771,
2000,484007034,3.770000007003546,520.6000020746142,.0072416444,
2000,484007035,1.989999974146485,109.7999991513789,.018123861,
1995,484007036,0,1304.750018358231,0,
2000,484007036,.429999990388751,58.40999869443476,.0073617529,.0073617529
2000,484007037,1.499999962747097,314.5099957734346,.0047693239,
2000,484007038,.0900000035762787,186.0300010405481,.00048379294,
2000,484007039,0,199.7899996303022,0,
1995,484007040,0,382.1299920082092,0,
2000,484007040,1.709999971091747,481.9699971526861,.0035479385,.0035479385
2000,484007041,.9199999831616879,322.8699945956469,.002849444,
2000,484007042,.0999999977648258,88.36999802477658,.0011316057,
2000,484007043,.0700000002980232,91.05999901890755,.00076872396,
2000,484007044,0,185.3499988242984,0,
2000,484007045,.1799999959766865,46.95999937877059,.0038330494,
1995,484007046,0,687.7000222206116,0,
2000,484007046,.2800000011920929,349.009999550879,.00080226926,.00080226926
2000,484007047,.0599999986588955,130.7599975466728,.00045885591,
2000,484007048,.8099999912083149,199.5000008586794,.0040601501,
1995,484007049,0,1476.280015945435,0,
2000,484007049,0,189.0499957744032,0,0
2000,484007050,.119999997317791,52.91999881714582,.0022675737,
1995,484007051,3.140000104904175,980.2900321483612,.0032031338,
2000,484007051,3.789999928325415,390.3099938929081,.0097102299,.0065070959
2000,484007052,2.169999940320849,977.7199708409607,.0022194493,
2000,484007053,.5399999842047691,71.69999839738011,.0075313807,
2000,484007054,.4699999894946814,240.1999992784113,.0019567027,
2000,484007055,.1699999943375588,47.66999930888414,.0035661841,
2000,484007056,0,75.54999993182719,0,
2000,484007057,1.480000007897615,598.039997626096,.0024747509,
2000,484007058,0,32.79999995231628,0,
2000,484007059,1.189999992027879,1919.300002183765,.0006200177,
2000,484007060,.0399999991059303,92.56999877095223,.00043210544,
1995,484007061,0,640.75,0,
2000,484007061,.2099999934434891,655.5599960237742,.00032033681,.00032033681
2000,484007062,.8999999910593033,170.0499993525446,.0052925609,
2000,484007063,0,31.21999930217862,0,
2000,484007064,0,378.9499992504716,0,
2000,484007065,.610000018030405,854.4800046160817,.00071388448,
2000,484007066,.0199999995529652,163.1399969123304,.00012259409,
2000,484007067,0,84.21999843604863,0,
1995,484007068,0,902.5800070762634,0,
2000,484007068,1.159999975934625,290.630003342405,.0039913291,.0039913291
2000,484007069,2.199999995529652,468.4500061646104,.0046963389,
2000,484007070,.2299999967217445,116.0300002060831,.0019822458,
1995,484007071,5.510000109672546,433.9700081348419,.01269673,
2000,484007071,.7299999967217445,266.9199992232025,.0027349018,-.0099618286
1995,484007072,0,897.629974603653,0,
2000,484007072,0,242.6199995931238,0,0
2000,484007073,0,68.47000033780932,0,
2000,484007074,1.480000035837293,347.3100017234683,.0042613228,
2000,484007075,.4000000059604645,211.0900006517768,.0018949263,
2000,484007076,.7199999839067459,210.6299987621605,.0034183164,
2000,484007077,.1200000029057264,491.9900027476251,.0002439074,
2000,484007078,1.880000028759241,1317.589998891577,.0014268475,
2000,484007079,.0799999982118607,264.0499971564859,.00030297291,
1995,484007080,0,1668.689973115921,0,
2000,484007080,.760000005364418,323.7399935796857,.0023475629,.0023475629
2000,484007081,.239999994635582,353.6499928198755,.00067863706,
2000,484007082,0,78.14999825321138,0,
2000,484007083,.3600000031292439,150.9500008821487,.0023848957,
2000,484007084,0,77.76999849081039,0,
2000,484007085,0,77.37999901175499,0,
2000,484007086,0,158.8399971779436,0,
2000,484007087,2.799999993294478,302.2400018740445,.0092641609,
2000,484007088,0,19.30999956838787,0,
1995,484007089,47.66000032424927,4644.839969873428,.010260848,
2000,484007089,10.17999993637204,2698.9699976556,.0037718092,-.0064890394
2000,484007090,.1699999962002039,36.41999918594956,.004667765,
2000,484007091,.2199999988079071,103.1499984059483,.0021328162,
2000,484007092,1.430000010877848,383.2700009420514,.0037310512,
1995,484007093,0,1213.359987258911,0,
2000,484007093,.0899999998509884,332.1700062956661,.0002709456,.0002709456
2000,484007094,.0299999993294477,270.0799985080957,.0001110782,
2000,484007095,0,580.6600048076361,0,
1995,484007096,6.820000171661377,1213.960030555725,.0056179776,
2000,484007096,1.709999991580844,780.8499923665077,.0021899212,-.0034280564
1995,484007097,0,1391.999984741211,0,
2000,484007097,0,55.00999877043068,0,0
2000,484007098,5.509999983012676,595.0700006335974,.0092594149,
2000,484007099,0,266.2100035157055,0,
1995,484007100,135.1600008010864,3896.899964094162,.03468398,
2000,484007100,10.85000003129244,4308.900010477752,.0025180441,-.032165937
1995,484007101,14.99000000953674,560.6800003051758,.026735393,
2000,484007101,.5199999883770943,335.4799926988781,.0015500179,-.025185376
2000,484007102,.0899999979883432,230.9399973154068,.00038971161,
2000,484007103,.5300000067800283,118.8499995283783,.0044594025,
2000,484007104,1.059999991208315,139.4999995529652,.0075985664,
2000,484007105,1.73000000603497,527.8499995879829,.0032774461,
1995,484007106,0,1100.920042037964,0,
2000,484007106,1.210000023245812,685.8399957343936,.0017642599,.0017642599
1995,484007107,42.03999972343445,2699.059958457947,.015575794,
2000,484007107,1.970000088214874,861.1800096463412,.002287559,-.013288234
1995,484007108,0,283.2899897098541,0,
2000,484007108,.1800000071525574,258.6799970623106,.00069584046,.00069584046
2000,484007109,0,56.61999873444438,0,
2000,484007110,0,297.9699972756207,0,
2000,484008001,1.249999981373549,118.8599991127849,.010516574,
2000,484008002,2.859999999403954,192.6199998818338,.014847887,
2000,484008003,3.139999931678176,85.56999858282507,.036695104,
2000,484008004,.3299999926239252,38.20999914593995,.008636483,
2000,484008005,5.130000073462725,217.9000003039837,.023542911,
2000,484008006,5.979999858886004,63.77999887056649,.093759798,
2000,484008007,2.970000017434359,694.9999978467822,.0042733815,
2000,484008008,.7900000028312206,273.2799988612533,.002890808,
2000,484008009,3.360000023618341,199.9300016332418,.016805882,
1995,484008010,16.91999959945679,560.2499997615814,.030200802,
2000,484008010,11.77999985776842,457.5999960433692,.025743008,-.0044577941
2000,484008011,3.05999992787838,77.37999827042222,.039545104,
1995,484008012,0,230.4199974834919,0,
2000,484008012,1.509999986737967,100.2699987757951,.01505934,.01505934
2000,484008013,1.349999969825149,21.71999951452017,.062154695,
2000,484008014,.8099999818950892,16.71999962627888,.048444975,
2000,484008015,1.559999968856573,37.35999933257699,.041755889,
1995,484008016,51.03999948501587,1153.119999647141,.044262521,
2000,484008016,54.78000052273274,1237.120008772239,.044280265,.000017743558
2000,484008017,4.019999897107482,57.91999870538712,.069406077,
1995,484008018,122.940000295639,6281.909991145134,.019570481,
2000,484008018,96.70000000111759,6683.490004541352,.014468489,-.0051019918
1995,484008019,0,750.8200016021729,0,
2000,484008019,.0799999982118607,66.89999850466847,.0011958147,.0011958147
1995,484008020,50.60000038146973,1480.649998664856,.034174182,
2000,484008020,22.69999983720481,1159.029993023723,.019585343,-.014588838
2000,484008021,4.969999901950359,38.64999921992421,.12858991,
2000,484008022,2.629999941214919,38.8699991311878,.067661434,
2000,484008023,7.219999864697456,46.4099991582334,.15556993,
2000,484008024,5.869999963790178,88.50999931432307,.066320188,
2000,484008025,5.43999988771975,38.35999928228557,.1418144,
2000,484008026,3.499999979510903,99.60999977588654,.035137035,
2000,484008027,.7200000137090683,480.6700051408261,.0014979092,
2000,484008028,.379999989643693,80.00999853014946,.0047494061,
1995,484008029,22.32000017166138,498.7000007033348,.044756368,
2000,484008029,4.85999995097518,389.6200078483671,.012473692,-.032282677
1995,484008030,8.350000143051148,1065.040002346039,.0078400811,
2000,484008030,18.78000002540648,1006.719999879599,.018654641,.01081456
1995,484008031,57.24000072479248,433.0300002098084,.13218483,
2000,484008031,1.329999970272183,11.44999974407256,.1161572,-.016027629
1995,484008032,30.95999908447266,821.8499977588654,.037671108,
2000,484008032,5.669999999925494,79.04999941773713,.071726754,.034055647
2000,484008033,5.359999988228083,102.2499999236316,.052420538,
1995,484008034,0,128.2599992752075,0,
2000,484008034,2.950000055134296,382.160000121221,.0077192802,.0077192802
1995,484008035,199.2499988079071,9907.979998648167,.020110052,
2000,484008035,125.9899995699525,12140.77996813506,.010377422,-.0097326301
2000,484008036,1.589999968186021,51.35999928228557,.030957943,
2000,484008037,.7299999836832285,40.82999908737838,.017879011,
1995,484008038,0,303.3100004196167,0,
2000,484008038,11.2100000847131,337.5700007807463,.033207927,.033207927
2000,484008039,.0099999997764826,17.82999960146844,.00056085252,
2000,484008040,.4099999889731407,17.01999961957336,.024089307,
2000,484008041,1.439999967813492,32.09999928250909,.044859812,
2000,484008042,2.269999947398901,44.26999901048839,.051276259,
1995,484008043,34.08999919891357,1053.239992380142,.03236679,
2000,484008043,7.060000009834766,397.9600007478148,.017740477,-.014626313
2000,484008044,.2399999927729368,95.19999787211418,.0025210085,
2000,484008045,.4499999899417162,52.16999883390963,.0086256471,
1995,484008046,53.50999975204468,446.2899997234345,.11989962,
2000,484008046,12.12999995239079,237.7999992053956,.051009253,-.068890363
2000,484008047,.5999999865889549,29.35999934375286,.020435967,
1995,484008048,3.709999799728394,95.16999953985214,.038982872,
2000,484008048,8.830000020563602,539.8299998324364,.016357001,-.022625871
2000,484008049,.5299999862909317,71.9399983920157,.0073672505,
2000,484008050,7.589999986812472,241.6699995808303,.031406462,
2000,484008051,3.48999996855855,89.20999936014414,.039121173,
1995,484008052,54.21000146865845,910.920001745224,.059511267,
2000,484008052,3.289999919012189,99.59999777376652,.033032127,-.02647914
2000,484008053,3.169999971985817,149.4199985880405,.021215366,
2000,484008054,.4899999890476465,25.72999942488968,.019043917,
2000,484008055,1.279999969527125,22.77999949082732,.056189641,
2000,484008056,1.089999975636601,28.30999936722219,.038502295,
2000,484008057,1.529999965801835,60.43999896012247,.025314361,
1995,484008058,6.21999979019165,291.4899987578392,.021338638,
2000,484008058,2.529999978840351,115.8699997570366,.021834815,.000496177
2000,484008059,2.649999935179949,49.38999889604747,.053654585,
1995,484008060,46.21000123023987,475.3900003433228,.097204402,
2000,484008060,7.649999922141433,301.9099986851215,.025338678,-.071865723
1995,484008061,8.149999856948853,231.4800001382828,.035208225,
2000,484008061,2.129999974742532,69.74999880418181,.030537635,-.0046705902
2000,484008062,2.279999949038029,21.60999951697886,.10550671,
1995,484008063,0,688.0999999046326,0,
2000,484008063,.1099999975413084,173.0100020579994,.00063580135,.00063580135
2000,484008064,.549999987706542,82.87999814748764,.0066361004,
2000,484008065,3.329999918118119,53.05999881401658,.062759139,
1995,484009001,2912.119974136353,64666.49001716077,.045032907,
2000,484009001,488.0700001940131,52271.53997312486,.0093372036,-.035695702
1995,484009002,834.4900085926056,14650.83997218311,.056958508,
2000,484009002,171.0199995599687,21282.37996949256,.0080357557,-.048922751
1995,484009003,0,2510.040019035339,0,
2000,484009003,16.96000007726252,2211.080007959157,.0076704598,.0076704598
1995,484009004,0,70.65999945998192,0,
2000,484009004,3.450000008568168,966.8500023055822,.0035682889,.0035682889
2000,484009005,17.65999996289611,3022.479997947812,.0058428841,
1995,484009006,4.100000038743019,2506.190001659095,.0016359494,
2000,484009006,60.66000007092953,5747.370001092553,.010554393,.0089184437
1995,484010001,66.81999957561493,748.1999968290329,.089307673,
2000,484010001,32.36000028438866,565.6100055780262,.057212565,-.032095108
2000,484010002,.5999999865889549,42.17999905720353,.014224751,
2000,484010003,3.089999932795763,45.68999902158976,.06762968,
1995,484010004,15.47000050544739,187.3199998736382,.082585953,
2000,484010004,17.04000000841916,327.650000071153,.052006714,-.030579239
1995,484010005,237.7399952411652,4523.980000138283,.052551072,
2000,484010005,101.0100003555417,4879.609999956563,.020700425,-.031850647
2000,484010006,3.959999904036522,106.1199989058077,.037316244,
1995,484010007,29.60000038146973,2542.879997611046,.011640345,
2000,484010007,30.74999990686774,2719.92999496311,.011305438,-.00033490639
1995,484010008,50.13999950885773,593.7000036835671,.084453426,
2000,484010008,23.70999988541007,318.9999998044223,.074326016,-.01012741
2000,484010009,2.99000003002584,106.8699994627386,.027977917,
2000,484010010,3.919999964535236,46.17999922297895,.084885232,
2000,484010011,6.869999837130308,59.83999899029732,.11480615,
1995,484010012,99.32999694347382,1344.20000103116,.073895253,
2000,484010012,13.14999997802079,1122.100001307204,.011719098,-.062176153
2000,484010013,4.85999989323318,222.1499995142222,.02187711,
1995,484010014,1.779999971389771,562.4399966001511,.003164782,
2000,484010014,40.0700007006526,271.8700053393841,.14738663,.14422184
2000,484010015,6.139999993145466,124.1099995877594,.049472243,
1995,484010016,41.87999939918518,304.4599996805191,.13755502,
2000,484010016,5.519999945536256,179.5499980468303,.030743526,-.10681149
1995,484010017,14.99000000953674,139.8300003409386,.1072016,
2000,484010017,3.6799999140203,101.4499983116984,.036274027,-.070927575
1995,484010018,78.45999813079834,459.900001168251,.17060231,
2000,484010018,8.340000074356794,122.2500001229346,.068220861,-.10238145
2000,484010019,1.069999976083636,50.63999909162521,.021129541,
1995,484010020,76.45999920368195,532.320000231266,.14363541,
2000,484010020,15.48999973572791,128.0899979285896,.1209306,-.02270481
2000,484010021,3.659999957308173,104.5399985630065,.035010524,
2000,484010022,24.05999983660877,242.7899973150343,.099097989,
1995,484010023,10.15000033378601,319.6700002551079,.031751495,
2000,484010023,.5299999956041575,450.9999909903854,.0011751663,-.030576328
2000,484010024,8.649999991059303,124.2199998348951,.06963452,
2000,484010025,1.149999972432852,41.52999907173216,.027690826,
2000,484010026,.7099999915808439,218.2099996134639,.0032537463,
1995,484010027,22.95000004768372,461.4400008916855,.049735609,
2000,484010027,3.369999980553985,64.97999936528504,.051862113,.0021265037
1995,484010028,9.169999837875366,225.4600003361702,.040672403,
2000,484010028,10.24999994412065,122.1699982732534,.083899483,.04322708
2000,484010029,1.609999965876341,20.44999954290688,.078728609,
2000,484010030,1.399999968707562,18.51999958604574,.075593956,
2000,484010031,7.549999907612801,69.63999906741083,.1084147,
1995,484010032,51.84999990463257,655.2999991625547,.079124063,
2000,484010032,17.28000005334616,434.3700036872178,.039781753,-.03934231
2000,484010033,2.899999938905239,73.23999871499836,.03959585,
2000,484010034,3.710000136867166,269.3200088683516,.013775434,
1995,484010035,13.53000020980835,225.7400008440018,.059936211,
2000,484010035,6.919999921694398,129.0499980598688,.053622626,-.0063135847
2000,484010036,4.980000030249357,198.6999996602535,.025062909,
1995,484010037,7.129999876022339,232.1399999260902,.030714223,
2000,484010037,2.8499999307096,87.10999805293977,.032717254,.0020030309
1995,484010038,14.5600004196167,205.6599996685982,.07079646,
2000,484010038,7.169999847188592,198.2599961068481,.036164634,-.034631826
2000,484011001,57.19999930635095,790.0299940016121,.072402313,
2000,484011002,72.28000091016293,1102.460017193109,.065562472,
1995,484011003,252.7899947166443,3103.850001454353,.08144401,
2000,484011003,43.92999992333353,1342.489997006953,.032722775,-.048721235
1995,484011004,46.58000063896179,694.7199928164482,.067048594,
2000,484011004,33.81000069901347,566.0800091084093,.05972654,-.0073220544
1995,484011005,23.36999988555908,1209.400004863739,.019323632,
2000,484011005,19.75000006891787,685.840002335608,.028796803,.0094731711
2000,484011006,2.489999944344163,51.98999883793294,.047893826,
1995,484011007,169.3700006008148,3655.409984111786,.046334065,
2000,484011007,136.5199999623001,3811.519991006702,.035817731,-.010516334
2000,484011008,41.70000059530139,381.7100032325834,.10924524,
1995,484011009,53.48999810218811,2022.130015850067,.026452305,
2000,484011009,44.38999928161502,674.8599890358746,.065776609,.039324306
2000,484011010,5.059999980032444,103.0599993895739,.049097613,
2000,484011011,42.15999961085618,810.3999939113855,.05202369,
2000,484011012,18.23999976925552,254.8399963602424,.071574323,
2000,484011013,9.609999870881438,198.7799967452884,.048344903,
1995,484011014,135.0699999332428,3044.189995408058,.044369768,
2000,484011014,71.17999992705882,1285.709997937083,.055362407,.010992639
1995,484011015,5.160000085830689,1207.070000946522,.0042748144,
2000,484011015,27.91000059433281,1405.460001030937,.019858267,.015583453
1995,484011016,105.0799963474274,741.8100020289421,.14165352,
2000,484011016,23.16000066883862,196.190004458651,.11804883,-.023604691
1995,484011017,41.60000061988831,2981.759998559952,.013951492,
2000,484011017,108.3300005123019,4391.720003938302,.024666874,.010715382
1995,484011018,18.8300005197525,347.2100016474724,.054232311,
2000,484011018,22.70000014826655,316.8500038515776,.071642734,.017410424
2000,484011019,30.68999987840653,552.6899953186512,.055528417,
1995,484011020,50.6900001168251,9374.539983272553,.0054071988,
2000,484011020,160.8700002506375,11307.3700098712,.014227004,.0088198055
2000,484011021,17.4399998895824,469.9899963028729,.037107173,
2000,484011022,15.92000008188188,209.2400004267693,.076084882,
1995,484011023,117.8000004291534,1903.469988822937,.061886974,
2000,484011023,37.97000023908913,1436.679997563362,.02642899,-.035457984
2000,484011024,5.74999993108213,103.2499990928918,.055690072,
2000,484011025,8.5200000628829,445.9499991424382,.019105282,
2000,484011026,41.85000083968043,518.5000067111105,.0807136,
1995,484011027,78.66000032424927,1353.700000345707,.05810741,
2000,484011027,63.7799999024719,2265.030019233003,.028158568,-.029948842
2000,484011028,59.94000056199729,941.4300037696958,.0636691,
2000,484011029,21.49000009521842,339.419999435544,.063313887,
1995,484011030,85.98000049591065,2540.700014352799,.033841066,
2000,484011030,53.67999984510243,951.7100002970547,.056403738,.022562671
1995,484011031,7.820000171661377,1244.630006551743,.0062829917,
2000,484011031,22.23000044375658,999.7400030083954,.022235781,.015952788
1995,484011032,10.75000047683716,543.8299987316132,.019767208,
2000,484011032,19.99999965727329,544.279993224889,.036745794,.016978586
1995,484011033,82.5400013923645,1111.180011034012,.074281394,
2000,484011033,59.97999953851104,966.0999937411398,.062084671,-.012196723
2000,484011034,2.809999929741025,44.98999899439514,.062458325,
2000,484011035,26.7999994456768,652.8299903832376,.041052036,
2000,484011036,8.689999772235751,71.41999858990312,.1216746,
1995,484011037,26.25,1043.200000047684,.025162959,
2000,484011037,28.79999967850745,1338.839999267831,.021511158,-.0036518015
2000,484011038,6.289999948814511,115.6599988378584,.054383539,
1995,484011039,72.46999835968018,778.1000045537949,.093137123,
2000,484011039,38.32000035233796,373.9400038029999,.10247634,.0093392134
2000,484011040,3.739999925717711,145.2699973247945,.025745165,
2000,484011041,24.96000002883375,528.7699967008084,.047203887,
1995,484011042,113.3099989891052,2314.660011291504,.048953194,
2000,484011042,47.98000045493245,1305.240005172789,.036759522,-.012193672
2000,484011043,5.019999910145998,177.819996284321,.028230796,
1995,484011044,59.66000080108643,1844.859996557236,.032338496,
2000,484011044,17.13000005297363,457.790003715083,.037418902,.0050804056
2000,484011045,5.939999859780073,114.9299974311143,.051683635,
1995,484011046,87.34000062942505,872.9100009202957,.10005613,
2000,484011046,42.10999943315983,735.7299865558744,.057235669,-.042820465
1995,484012001,99.82000041007996,6408.900011539459,.015575216,
