hts8	year	brief_description	quantity_1_code	quantity_2_code	wto_binding_code	mfn_rate_type_code	mfn_ave	mfn_ad_val_rate	mfn_specific_rate	mfn_other_rate	gsp_indicator	gsp_ctry_excluded	gsp_ctry_excluded2	gsp_ctry_excluded3	gsp_ctry_excluded4	apta_indicator	civil_air_indicator	nafta_canada_ind	canada_rate_type_code	canada_ave	canada_ad_val_rate	canada_specific_rate	canada_other_rate	nafta_mexico_ind	mexico_rate_type_code	mexico_ave	mexico_ad_val_rate	mexico_specific_rate	mexico_other_rate	cbi_indicator	cbi_rate_type_code	cbi_ave	cbi_ad_val_rate	cbi_specific_rate	cbi_other_rate	israel_fta_indicator	israel_rate_type_code	israel_ave	israel_ad_val_rate	israel_specific_rate	israel_other_rate	atpa_indicator	atpa_rate_type_code	atpa_ave	atpa_ad_val_rate	atpa_specific_rate	atpa_other_rate	pharmaceutical_ind	dyes_indicator	col2_rate_type_code	col2_ave	col2_ad_val_rate	col2_specific_rate	col2_other_rate	begin_effect_date	end_effective_date	additional_tariff_num_ind	unitvalue
1011100	94	"Live purebred breeding horses"	"number"	""	""		0	0	0	0	""	""	""	""	""	""	""	""		0	0	0		"MX"		0	0	0		""		0	0	0		""		0	0	0		""		0				""	""		0	0	0	0	""	""		5029.05
1011900	94	"Live horses other than purebred breeding horses"	"number"	""	""		0	0	0	0	""	""	""	""	""	""	""	""		0	0	0		"MX"		0	0	0		""		0	0	0		""		0	0	0		""		0				""	""		.2	.2	0	0	""	""		3986.14
1012010	94	"Live purebred breeding asses"	"number"	""	""		0	0	0	0	""	""	""	""	""	""	""	""		0	0	0		"MX"		0	0	0		""		0	0	0		""		0	0	0		""		0				""	""		0	0	0	0	""	""		1609.07
1012020	94	"Live asses other than purebred breeding asses"	"number"	""	""		.15	.15	0	0	""	""	""	""	""	""	""	"CA"		0	0	0		"MX"		0	0	0		"E"		0	0	0		"IL"		0	0	0		"J"		0	0	0		""	""		.15	.15	0	0	""	""		1333.5
1012030	94	"Mules and hinnies imported for immediate slaughter"	"number"	""	""		0	0	0	0	""	""	""	""	""	""	""	""		0	0	0		"MX"		0	0	0		""		0	0	0		""		0	0	0		""		0				""	""		0	0	0	0	""	""		
1012040	94	"Mules and hinnies not imported for immediate slaughter"	"number"	""	""		.1	.1	0	0	""	""	""	""	""	""	""	"CA"		.04	.04	0		"MX"		0	0	0		"E"		0	0	0		"IL"		0	0	0		"J"		0	0	0		""	""		.2	.2	0	0	""	""		432.5
1021000	94	"Live purebred bovine breeding animals"	"number"	""	""		0	0	0	0	""	""	""	""	""	""	""	""		0	0	0		"MX"		0	0	0		""		0	0	0		""		0	0	0		""		0				""	""		0	0	0	0	""	""		1410.37
1029020	94	"Cows imported specially for dairy purposes"	"number"	"kilograms"	""		0	0	0	0	""	""	""	""	""	""	""	""		0	0	0		"MX"		0	0	0		""		0	0	0		""		0	0	0		""		0				""	""		.000077	0	.066	0	""	""		858.851
1029040	94	"Live bovine animals other than purebred or those imported for dairy purposes"	"number"	"kilograms"	""		.00004	0	.022	0	""	""	""	""	""	""	""	"CA"		0	0	0		"MX"		0	0	0		"E"		0	0	0		"IL"		0	0	0		"J"		0	0	0		""	""		.0001	0	.055	0	""	""		549.908
1031000	94	"Live purebred breeding swine"	"number"	""	""		0	0	0	0	""	""	""	""	""	""	""	""		0	0	0		"MX"		0	0	0		""		0	0	0		""		0	0	0		""		0				""	""		0	0	0	0	""	""		403.144
1039100	94	"Live swine, other than purebred breeding swine, weighing less than 50 kg each"	"number"	"kilograms"	""		0	0	0	0	""	""	""	""	""	""	""	""		0	0	0		"MX"		0	0	0		""		0	0	0		""		0	0	0		""		0				""	""		.001235	0	.044	0	""	""		35.618
1039200	94	"Live swine, other than purebred breeding swine, weighing 50 kg or more"	"number"	"kilograms"	""		0	0	0	0	""	""	""	""	""	""	""	""		0	0	0		"MX"		0	0	0		""		0	0	0		""		0	0	0		""		0				""	""		.000391	0	.044	0	""	""		112.649
1041000	94	"Live sheep"	"number"	"kilograms"	""		0	0	0	0	""	""	""	""	""	""	""	""		0	0	0		"MX"		0	0	0		""		0	0	0		""		0	0	0		""		0				""	""		.032782	0	3	0	""	""		91.5125
1042000	94	"Live goats"	"number"	""	""		.004675	0	1.5	0	""	""	""	""	""	""	""	"CA"		0	0	0		"MX"		0	0	0		"E"		0	0	0		"IL"		0	0	0		"J"		0	0	0		""	""		.009351	0	3	0	""	""		320.833
1051100	94	"Live chickens weighing not over 185 g each"	"number"	""	""		.014168	0	.02	0	""	""	""	""	""	""	""	"CA"		.005667	0	.008		"MX"		0	0	0		"E"		0	0	0		"IL"		0	0	0		"J"		0	0	0		""	""		.028337	0	.04	0	""	""		1.41159
1051900	94	"Live ducks, geese and guineas, weighing not more than 185 g each"	"number"	""	""		.012036	0	.02	0	""	""	""	""	""	""	""	"CA"		.004814	0	.008		"MX"		0	0	0		"E"		0	0	0		"IL"		0	0	0		"J"		0	0	0		""	""		.024072	0	.04	0	""	""		1.66167
1059100	94	"Live chickens weighing over 185 g each"	"number"	"kilograms"	""		.014061	0	.044	0	""	""	""	""	""	""	""	"CA"		.005433	0	.017		"MX"		0	0	0		"E"		0	0	0		"IL"		0	0	0		"J"		0	0	0		""	""		.056246	0	.176	0	""	""		3.12912
1059900	94	"Live ducks, geese, turkeys and guineas, weighing over 185 g each"	"number"	"kilograms"	""		.004714	0	.044	0	""	""	""	""	""	""	""	"CA"		.001821	0	.017		"MX"		0	0	0		"E"		0	0	0		"IL"		0	0	0		"J"		0	0	0		""	""		.018858	0	.176	0	""	""		9.33303
1060010	94	"Live birds, other than poultry"	"number"	""	""		.04	.04	0	0	"A"	""	""	""	""	""	""	"CA"		0	0	0		"MX"		0	0	0		"E"		0	0	0		"IL"		0	0	0		"J"		0	0	0		""	""		.2	.2	0	0	""	""		15.2249
1060030	94	"Live foxes"	"number"	""	""		.075	.075	0	0	""	""	""	""	""	""	""	"CA"		0	0	0		"MX"		0	0	0		"E"		0	0	0		"IL"		0	0	0		"J"		0	0	0		""	""		.15	.15	0	0	""	""		212.626
1060050	94	"Live animals other than horses, asses, mules, hinnies, bovines, swine, sheep, goats, foxes or birds"	"not available"	""	""		0	0	0	0	""	""	""	""	""	""	""	""		0	0	0		"MX"		0	0	0		""		0	0	0		""		0	0	0		""		0				""	""		.15	.15	0	0	""	""		241.705
