"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD"
"I2","MEX","2902","Mexico","USA","United States",2006,"Export",6,39957.833
"I2","MEX","2902","Mexico","USA","United States",2006,"Gross Exp.",2,39957.833
"I2","MEX","2902","Mexico","USA","United States",2006,"Gross Imp.",1,21229.497
"I2","MEX","2902","Mexico","USA","United States",2006,"Import",5,21229.497
"I2","MEX","2902","Mexico","USA","United States",2007,"Export",6,29125.029
"I2","MEX","2902","Mexico","USA","United States",2007,"Gross Exp.",2,29125.029
"I2","MEX","2902","Mexico","USA","United States",2007,"Gross Imp.",1,24984.421
"I2","MEX","2902","Mexico","USA","United States",2007,"Import",5,24984.421
"I2","MEX","2902","Mexico","USA","United States",2008,"Export",6,114687.912
"I2","MEX","2902","Mexico","USA","United States",2008,"Gross Exp.",2,114687.912
"I2","MEX","2902","Mexico","USA","United States",2008,"Gross Imp.",1,136316.247
"I2","MEX","2902","Mexico","USA","United States",2008,"Import",5,136316.247
"I2","MEX","2902","Mexico","USA","United States",2009,"Export",6,7294.645
"I2","MEX","2902","Mexico","USA","United States",2009,"Gross Exp.",2,7294.645
"I2","MEX","2902","Mexico","USA","United States",2009,"Gross Imp.",1,17498.377
"I2","MEX","2902","Mexico","USA","United States",2009,"Import",5,17498.377
"I2","MEX","2902","Mexico","USA","United States",2010,"Export",6,39564.988
"I2","MEX","2902","Mexico","USA","United States",2010,"Gross Exp.",2,39564.988
"I2","MEX","2902","Mexico","USA","United States",2010,"Gross Imp.",1,40202.756
"I2","MEX","2902","Mexico","USA","United States",2010,"Import",5,40202.756
"I2","MEX","2903","Mexico","USA","United States",1986,"Export",6,17385
"I2","MEX","2903","Mexico","USA","United States",1986,"Gross Exp.",2,17385
"I2","MEX","2903","Mexico","USA","United States",1986,"Gross Imp.",1,429
"I2","MEX","2903","Mexico","USA","United States",1986,"Import",5,429
"I2","MEX","2903","Mexico","USA","United States",1987,"Export",6,15719.869
"I2","MEX","2903","Mexico","USA","United States",1987,"Gross Exp.",2,15719.869
"I2","MEX","2903","Mexico","USA","United States",1987,"Gross Imp.",1,124.955
"I2","MEX","2903","Mexico","USA","United States",1987,"Import",5,124.955
"I2","MEX","2903","Mexico","USA","United States",1988,"Export",6,15101.102
"I2","MEX","2903","Mexico","USA","United States",1988,"Gross Exp.",2,15101.102
"I2","MEX","2903","Mexico","USA","United States",1988,"Gross Imp.",1,268.649
"I2","MEX","2903","Mexico","USA","United States",1988,"Import",5,268.649
"I2","MEX","2903","Mexico","USA","United States",1989,"Export",6,22205.244
"I2","MEX","2903","Mexico","USA","United States",1989,"Gross Exp.",2,22205.244
"I2","MEX","2903","Mexico","USA","United States",1989,"Gross Imp.",1,993.227
"I2","MEX","2903","Mexico","USA","United States",1989,"Import",5,993.227
"I2","MEX","2903","Mexico","USA","United States",1990,"Export",6,20301.712
"I2","MEX","2903","Mexico","USA","United States",1990,"Gross Exp.",2,20301.712
"I2","MEX","2903","Mexico","USA","United States",1990,"Gross Imp.",1,2423.447
"I2","MEX","2903","Mexico","USA","United States",1990,"Import",5,2423.447
"I2","MEX","2903","Mexico","USA","United States",1991,"Export",6,38823.264
"I2","MEX","2903","Mexico","USA","United States",1991,"Gross Exp.",2,38823.264
"I2","MEX","2903","Mexico","USA","United States",1991,"Gross Imp.",1,4601.018
"I2","MEX","2903","Mexico","USA","United States",1991,"Import",5,4601.018
"I2","MEX","2903","Mexico","USA","United States",1992,"Export",6,19419
"I2","MEX","2903","Mexico","USA","United States",1992,"Gross Exp.",2,19419
"I2","MEX","2903","Mexico","USA","United States",1992,"Gross Imp.",1,6067
"I2","MEX","2903","Mexico","USA","United States",1992,"Import",5,6067
"I2","MEX","2903","Mexico","USA","United States",1993,"Export",6,37961
"I2","MEX","2903","Mexico","USA","United States",1993,"Gross Exp.",2,37961
"I2","MEX","2903","Mexico","USA","United States",1993,"Gross Imp.",1,6665
"I2","MEX","2903","Mexico","USA","United States",1993,"Import",5,6665
"I2","MEX","2903","Mexico","USA","United States",1994,"Export",6,66844.416
"I2","MEX","2903","Mexico","USA","United States",1994,"Gross Exp.",2,66844.416
"I2","MEX","2903","Mexico","USA","United States",1994,"Gross Imp.",1,6135
"I2","MEX","2903","Mexico","USA","United States",1994,"Import",5,6135
"I2","MEX","2903","Mexico","USA","United States",1995,"Export",6,18500
"I2","MEX","2903","Mexico","USA","United States",1995,"Gross Exp.",2,18500
"I2","MEX","2903","Mexico","USA","United States",1995,"Gross Imp.",1,4805
"I2","MEX","2903","Mexico","USA","United States",1995,"Import",5,4805
"I2","MEX","2903","Mexico","USA","United States",1996,"Export",6,30700.968
"I2","MEX","2903","Mexico","USA","United States",1996,"Gross Exp.",2,30700.968
"I2","MEX","2903","Mexico","USA","United States",1996,"Gross Imp.",1,4427.186
"I2","MEX","2903","Mexico","USA","United States",1996,"Import",5,4427.186
"I2","MEX","2903","Mexico","USA","United States",1997,"Export",6,70216.112
"I2","MEX","2903","Mexico","USA","United States",1997,"Gross Exp.",2,70216.112
"I2","MEX","2903","Mexico","USA","United States",1997,"Gross Imp.",1,5409.492
"I2","MEX","2903","Mexico","USA","United States",1997,"Import",5,5409.492
"I2","MEX","2903","Mexico","USA","United States",1998,"Export",6,72128.832
"I2","MEX","2903","Mexico","USA","United States",1998,"Gross Exp.",2,72128.832
"I2","MEX","2903","Mexico","USA","United States",1998,"Gross Imp.",1,5812.47
"I2","MEX","2903","Mexico","USA","United States",1998,"Import",5,5812.47
"I2","MEX","2903","Mexico","USA","United States",1999,"Export",6,17157.952
"I2","MEX","2903","Mexico","USA","United States",1999,"Gross Exp.",2,17157.952
"I2","MEX","2903","Mexico","USA","United States",1999,"Gross Imp.",1,6465.854
"I2","MEX","2903","Mexico","USA","United States",1999,"Import",5,6465.854
"I2","MEX","2903","Mexico","USA","United States",2000,"Export",6,81561.289
"I2","MEX","2903","Mexico","USA","United States",2000,"Gross Exp.",2,81561.289
"I2","MEX","2903","Mexico","USA","United States",2000,"Gross Imp.",1,7902.571
"I2","MEX","2903","Mexico","USA","United States",2000,"Import",5,7902.571
"I2","MEX","2903","Mexico","USA","United States",2001,"Export",6,44390.082
"I2","MEX","2903","Mexico","USA","United States",2001,"Gross Exp.",2,44390.082
"I2","MEX","2903","Mexico","USA","United States",2001,"Gross Imp.",1,8778.986
"I2","MEX","2903","Mexico","USA","United States",2001,"Import",5,8778.986
"I2","MEX","2903","Mexico","USA","United States",2002,"Export",6,8617.532
"I2","MEX","2903","Mexico","USA","United States",2002,"Gross Exp.",2,8617.532
"I2","MEX","2903","Mexico","USA","United States",2002,"Gross Imp.",1,9637.704
"I2","MEX","2903","Mexico","USA","United States",2002,"Import",5,9637.704
"I2","MEX","2903","Mexico","USA","United States",2003,"Export",6,11175.49
"I2","MEX","2903","Mexico","USA","United States",2003,"Gross Exp.",2,11175.49
"I2","MEX","2903","Mexico","USA","United States",2003,"Gross Imp.",1,8954.193
"I2","MEX","2903","Mexico","USA","United States",2003,"Import",5,8954.193
"I2","MEX","2903","Mexico","USA","United States",2004,"Export",6,77875.7
"I2","MEX","2903","Mexico","USA","United States",2004,"Gross Exp.",2,77875.7
"I2","MEX","2903","Mexico","USA","United States",2004,"Gross Imp.",1,7697.462
"I2","MEX","2903","Mexico","USA","United States",2004,"Import",5,7697.462
"I2","MEX","2903","Mexico","USA","United States",2005,"Export",6,10731.51
"I2","MEX","2903","Mexico","USA","United States",2005,"Gross Exp.",2,10731.51
"I2","MEX","2903","Mexico","USA","United States",2005,"Gross Imp.",1,8487.908
"I2","MEX","2903","Mexico","USA","United States",2005,"Import",5,8487.908
"I2","MEX","2903","Mexico","USA","United States",2006,"Export",6,12346.662
"I2","MEX","2903","Mexico","USA","United States",2006,"Gross Exp.",2,12346.662
"I2","MEX","2903","Mexico","USA","United States",2006,"Gross Imp.",1,8684.305
"I2","MEX","2903","Mexico","USA","United States",2006,"Import",5,8684.305
"I2","MEX","2903","Mexico","USA","United States",2007,"Export",6,19067.567
"I2","MEX","2903","Mexico","USA","United States",2007,"Gross Exp.",2,19067.567
"I2","MEX","2903","Mexico","USA","United States",2007,"Gross Imp.",1,9453.552
"I2","MEX","2903","Mexico","USA","United States",2007,"Import",5,9453.552
"I2","MEX","2903","Mexico","USA","United States",2008,"Export",6,25228.722
"I2","MEX","2903","Mexico","USA","United States",2008,"Gross Exp.",2,25228.722
"I2","MEX","2903","Mexico","USA","United States",2008,"Gross Imp.",1,9822.55
"I2","MEX","2903","Mexico","USA","United States",2008,"Import",5,9822.55
"I2","MEX","2903","Mexico","USA","United States",2009,"Export",6,20480.663
"I2","MEX","2903","Mexico","USA","United States",2009,"Gross Exp.",2,20480.663
"I2","MEX","2903","Mexico","USA","United States",2009,"Gross Imp.",1,8019.098
"I2","MEX","2903","Mexico","USA","United States",2009,"Import",5,8019.098
"I2","MEX","2903","Mexico","USA","United States",2010,"Export",6,18303.411
"I2","MEX","2903","Mexico","USA","United States",2010,"Gross Exp.",2,18303.411
"I2","MEX","2903","Mexico","USA","United States",2010,"Gross Imp.",1,8217.102
"I2","MEX","2903","Mexico","USA","United States",2010,"Import",5,8217.102
"I2","MEX","2909","Mexico","USA","United States",1986,"Export",6,27166
"I2","MEX","2909","Mexico","USA","United States",1986,"Gross Exp.",2,27166
"I2","MEX","2909","Mexico","USA","United States",1986,"Gross Imp.",1,12620
"I2","MEX","2909","Mexico","USA","United States",1986,"Import",5,12620
"I2","MEX","2909","Mexico","USA","United States",1987,"Export",6,36420.458
"I2","MEX","2909","Mexico","USA","United States",1987,"Gross Exp.",2,36420.458
"I2","MEX","2909","Mexico","USA","United States",1987,"Gross Imp.",1,14633.34
"I2","MEX","2909","Mexico","USA","United States",1987,"Import",5,14633.34
"I2","MEX","2909","Mexico","USA","United States",1988,"Export",6,33924.055
"I2","MEX","2909","Mexico","USA","United States",1988,"Gross Exp.",2,33924.055
"I2","MEX","2909","Mexico","USA","United States",1988,"Gross Imp.",1,24170.408
"I2","MEX","2909","Mexico","USA","United States",1988,"Import",5,24170.408
"I2","MEX","2909","Mexico","USA","United States",1989,"Export",6,37657.027
"I2","MEX","2909","Mexico","USA","United States",1989,"Gross Exp.",2,37657.027
"I2","MEX","2909","Mexico","USA","United States",1989,"Gross Imp.",1,22150.611
"I2","MEX","2909","Mexico","USA","United States",1989,"Import",5,22150.611
"I2","MEX","2909","Mexico","USA","United States",1990,"Export",6,29335.355
"I2","MEX","2909","Mexico","USA","United States",1990,"Gross Exp.",2,29335.355
"I2","MEX","2909","Mexico","USA","United States",1990,"Gross Imp.",1,18022.639
"I2","MEX","2909","Mexico","USA","United States",1990,"Import",5,18022.639
"I2","MEX","2909","Mexico","USA","United States",1991,"Export",6,18146.328
"I2","MEX","2909","Mexico","USA","United States",1991,"Gross Exp.",2,18146.328
"I2","MEX","2909","Mexico","USA","United States",1991,"Gross Imp.",1,18702.987
"I2","MEX","2909","Mexico","USA","United States",1991,"Import",5,18702.987
"I2","MEX","2909","Mexico","USA","United States",1992,"Export",6,13777
"I2","MEX","2909","Mexico","USA","United States",1992,"Gross Exp.",2,13777
"I2","MEX","2909","Mexico","USA","United States",1992,"Gross Imp.",1,23667
"I2","MEX","2909","Mexico","USA","United States",1992,"Import",5,23667
"I2","MEX","2909","Mexico","USA","United States",1993,"Export",6,9412
"I2","MEX","2909","Mexico","USA","United States",1993,"Gross Exp.",2,9412
"I2","MEX","2909","Mexico","USA","United States",1993,"Gross Imp.",1,23994
"I2","MEX","2909","Mexico","USA","United States",1993,"Import",5,23994
"I2","MEX","2909","Mexico","USA","United States",1994,"Export",6,23539.898
"I2","MEX","2909","Mexico","USA","United States",1994,"Gross Exp.",2,23539.898
"I2","MEX","2909","Mexico","USA","United States",1994,"Gross Imp.",1,20486
"I2","MEX","2909","Mexico","USA","United States",1994,"Import",5,20486
"I2","MEX","2909","Mexico","USA","United States",1995,"Export",6,57919
"I2","MEX","2909","Mexico","USA","United States",1995,"Gross Exp.",2,57919
"I2","MEX","2909","Mexico","USA","United States",1995,"Gross Imp.",1,21595
"I2","MEX","2909","Mexico","USA","United States",1995,"Import",5,21595
"I2","MEX","2909","Mexico","USA","United States",1996,"Export",6,25077.373
"I2","MEX","2909","Mexico","USA","United States",1996,"Gross Exp.",2,25077.373
"I2","MEX","2909","Mexico","USA","United States",1996,"Gross Imp.",1,33899.287
"I2","MEX","2909","Mexico","USA","United States",1996,"Import",5,33899.287
"I2","MEX","2909","Mexico","USA","United States",1997,"Export",6,22114.789
"I2","MEX","2909","Mexico","USA","United States",1997,"Gross Exp.",2,22114.789
"I2","MEX","2909","Mexico","USA","United States",1997,"Gross Imp.",1,30894.231
"I2","MEX","2909","Mexico","USA","United States",1997,"Import",5,30894.231
"I2","MEX","2909","Mexico","USA","United States",1998,"Export",6,8379.526
"I2","MEX","2909","Mexico","USA","United States",1998,"Gross Exp.",2,8379.526
"I2","MEX","2909","Mexico","USA","United States",1998,"Gross Imp.",1,22840.745
"I2","MEX","2909","Mexico","USA","United States",1998,"Import",5,22840.745
"I2","MEX","2909","Mexico","USA","United States",1999,"Export",6,15218.917
"I2","MEX","2909","Mexico","USA","United States",1999,"Gross Exp.",2,15218.917
"I2","MEX","2909","Mexico","USA","United States",1999,"Gross Imp.",1,26570.033
"I2","MEX","2909","Mexico","USA","United States",1999,"Import",5,26570.033
"I2","MEX","2909","Mexico","USA","United States",2000,"Export",6,10670.441
"I2","MEX","2909","Mexico","USA","United States",2000,"Gross Exp.",2,10670.441
"I2","MEX","2909","Mexico","USA","United States",2000,"Gross Imp.",1,34882.494
"I2","MEX","2909","Mexico","USA","United States",2000,"Import",5,34882.494
"I2","MEX","2909","Mexico","USA","United States",2001,"Export",6,9342.318
"I2","MEX","2909","Mexico","USA","United States",2001,"Gross Exp.",2,9342.318
"I2","MEX","2909","Mexico","USA","United States",2001,"Gross Imp.",1,24472.311
"I2","MEX","2909","Mexico","USA","United States",2001,"Import",5,24472.311
"I2","MEX","2909","Mexico","USA","United States",2002,"Export",6,8067.024
"I2","MEX","2909","Mexico","USA","United States",2002,"Gross Exp.",2,8067.024
"I2","MEX","2909","Mexico","USA","United States",2002,"Gross Imp.",1,19435.914
"I2","MEX","2909","Mexico","USA","United States",2002,"Import",5,19435.914
"I2","MEX","2909","Mexico","USA","United States",2003,"Export",6,11219.552
"I2","MEX","2909","Mexico","USA","United States",2003,"Gross Exp.",2,11219.552
"I2","MEX","2909","Mexico","USA","United States",2003,"Gross Imp.",1,23858.858
"I2","MEX","2909","Mexico","USA","United States",2003,"Import",5,23858.858
"I2","MEX","2909","Mexico","USA","United States",2004,"Export",6,37416.788
"I2","MEX","2909","Mexico","USA","United States",2004,"Gross Exp.",2,37416.788
"I2","MEX","2909","Mexico","USA","United States",2004,"Gross Imp.",1,25125.848
"I2","MEX","2909","Mexico","USA","United States",2004,"Import",5,25125.848
"I2","MEX","2909","Mexico","USA","United States",2005,"Export",6,15750.887
"I2","MEX","2909","Mexico","USA","United States",2005,"Gross Exp.",2,15750.887
"I2","MEX","2909","Mexico","USA","United States",2005,"Gross Imp.",1,26696.36
"I2","MEX","2909","Mexico","USA","United States",2005,"Import",5,26696.36
"I2","MEX","2909","Mexico","USA","United States",2006,"Export",6,22335.041
"I2","MEX","2909","Mexico","USA","United States",2006,"Gross Exp.",2,22335.041
"I2","MEX","2909","Mexico","USA","United States",2006,"Gross Imp.",1,26276.91
"I2","MEX","2909","Mexico","USA","United States",2006,"Import",5,26276.91
"I2","MEX","2909","Mexico","USA","United States",2007,"Export",6,39264.355
"I2","MEX","2909","Mexico","USA","United States",2007,"Gross Exp.",2,39264.355
"I2","MEX","2909","Mexico","USA","United States",2007,"Gross Imp.",1,28638.762
"I2","MEX","2909","Mexico","USA","United States",2007,"Import",5,28638.762
"I2","MEX","2909","Mexico","USA","United States",2008,"Export",6,47635.269
"I2","MEX","2909","Mexico","USA","United States",2008,"Gross Exp.",2,47635.269
"I2","MEX","2909","Mexico","USA","United States",2008,"Gross Imp.",1,31192.113
"I2","MEX","2909","Mexico","USA","United States",2008,"Import",5,31192.113
"I2","MEX","2909","Mexico","USA","United States",2009,"Export",6,50687.176
"I2","MEX","2909","Mexico","USA","United States",2009,"Gross Exp.",2,50687.176
"I2","MEX","2909","Mexico","USA","United States",2009,"Gross Imp.",1,43201.671
"I2","MEX","2909","Mexico","USA","United States",2009,"Import",5,43201.671
"I2","MEX","2909","Mexico","USA","United States",2010,"Export",6,58186.961
"I2","MEX","2909","Mexico","USA","United States",2010,"Gross Exp.",2,58186.961
"I2","MEX","2909","Mexico","USA","United States",2010,"Gross Imp.",1,33940.468
"I2","MEX","2909","Mexico","USA","United States",2010,"Import",5,33940.468
"I2","MEX","3111","Mexico","USA","United States",1986,"Export",6,16961
"I2","MEX","3111","Mexico","USA","United States",1986,"Gross Exp.",2,16961
"I2","MEX","3111","Mexico","USA","United States",1986,"Gross Imp.",1,191227
"I2","MEX","3111","Mexico","USA","United States",1986,"Import",5,191227
"I2","MEX","3111","Mexico","USA","United States",1987,"Export",6,13468.996
"I2","MEX","3111","Mexico","USA","United States",1987,"Gross Exp.",2,13468.996
"I2","MEX","3111","Mexico","USA","United States",1987,"Gross Imp.",1,233671.329
"I2","MEX","3111","Mexico","USA","United States",1987,"Import",5,233671.329
"I2","MEX","3111","Mexico","USA","United States",1988,"Export",6,11999.012
"I2","MEX","3111","Mexico","USA","United States",1988,"Gross Exp.",2,11999.012
"I2","MEX","3111","Mexico","USA","United States",1988,"Gross Imp.",1,549233.556
"I2","MEX","3111","Mexico","USA","United States",1988,"Import",5,549233.556
"I2","MEX","3111","Mexico","USA","United States",1989,"Export",6,20463.179
"I2","MEX","3111","Mexico","USA","United States",1989,"Gross Exp.",2,20463.179
"I2","MEX","3111","Mexico","USA","United States",1989,"Gross Imp.",1,570559.044
"I2","MEX","3111","Mexico","USA","United States",1989,"Import",5,570559.044
"I2","MEX","3111","Mexico","USA","United States",1990,"Export",6,15385.964
"I2","MEX","3111","Mexico","USA","United States",1990,"Gross Exp.",2,15385.964
"I2","MEX","3111","Mexico","USA","United States",1990,"Gross Imp.",1,531110.04
"I2","MEX","3111","Mexico","USA","United States",1990,"Import",5,531110.04
"I2","MEX","3111","Mexico","USA","United States",1991,"Export",6,14881.601
"I2","MEX","3111","Mexico","USA","United States",1991,"Gross Exp.",2,14881.601
"I2","MEX","3111","Mexico","USA","United States",1991,"Gross Imp.",1,824426.583
"I2","MEX","3111","Mexico","USA","United States",1991,"Import",5,824426.583
"I2","MEX","3111","Mexico","USA","United States",1992,"Export",6,39159
"I2","MEX","3111","Mexico","USA","United States",1992,"Gross Exp.",2,39159
"I2","MEX","3111","Mexico","USA","United States",1992,"Gross Imp.",1,1075906.008
"I2","MEX","3111","Mexico","USA","United States",1992,"Import",5,1075906.008
"I2","MEX","3111","Mexico","USA","United States",1993,"Export",6,44054
"I2","MEX","3111","Mexico","USA","United States",1993,"Gross Exp.",2,44054
"I2","MEX","3111","Mexico","USA","United States",1993,"Gross Imp.",1,963253.008
"I2","MEX","3111","Mexico","USA","United States",1993,"Import",5,963253.008
"I2","MEX","3111","Mexico","USA","United States",1994,"Export",6,53436.376
"I2","MEX","3111","Mexico","USA","United States",1994,"Gross Exp.",2,53436.376
"I2","MEX","3111","Mexico","USA","United States",1994,"Gross Imp.",1,1164558
"I2","MEX","3111","Mexico","USA","United States",1994,"Import",5,1164558
"I2","MEX","3111","Mexico","USA","United States",1995,"Export",6,77816
"I2","MEX","3111","Mexico","USA","United States",1995,"Gross Exp.",2,77816
"I2","MEX","3111","Mexico","USA","United States",1995,"Gross Imp.",1,728553
"I2","MEX","3111","Mexico","USA","United States",1995,"Import",5,728553
"I2","MEX","3111","Mexico","USA","United States",1996,"Export",6,57417.913
"I2","MEX","3111","Mexico","USA","United States",1996,"Gross Exp.",2,57417.913
"I2","MEX","3111","Mexico","USA","United States",1996,"Gross Imp.",1,951092.946
"I2","MEX","3111","Mexico","USA","United States",1996,"Import",5,951092.946
"I2","MEX","3111","Mexico","USA","United States",1997,"Export",6,75368.296
"I2","MEX","3111","Mexico","USA","United States",1997,"Gross Exp.",2,75368.296
"I2","MEX","3111","Mexico","USA","United States",1997,"Gross Imp.",1,1273450.431
"I2","MEX","3111","Mexico","USA","United States",1997,"Import",5,1273450.431
"I2","MEX","3111","Mexico","USA","United States",1998,"Export",6,118454.682
"I2","MEX","3111","Mexico","USA","United States",1998,"Gross Exp.",2,118454.682
"I2","MEX","3111","Mexico","USA","United States",1998,"Gross Imp.",1,1435984.333
"I2","MEX","3111","Mexico","USA","United States",1998,"Import",5,1435984.333
"I2","MEX","3111","Mexico","USA","United States",1999,"Export",6,150043.189
"I2","MEX","3111","Mexico","USA","United States",1999,"Gross Exp.",2,150043.189
"I2","MEX","3111","Mexico","USA","United States",1999,"Gross Imp.",1,1432022.158
"I2","MEX","3111","Mexico","USA","United States",1999,"Import",5,1432022.158
"I2","MEX","3111","Mexico","USA","United States",2000,"Export",6,140246.159
"I2","MEX","3111","Mexico","USA","United States",2000,"Gross Exp.",2,140246.159
"I2","MEX","3111","Mexico","USA","United States",2000,"Gross Imp.",1,1756820.095
"I2","MEX","3111","Mexico","USA","United States",2000,"Import",5,1756820.095
"I2","MEX","3111","Mexico","USA","United States",2001,"Export",6,107764.671
"I2","MEX","3111","Mexico","USA","United States",2001,"Gross Exp.",2,107764.671
"I2","MEX","3111","Mexico","USA","United States",2001,"Gross Imp.",1,1966767.948
"I2","MEX","3111","Mexico","USA","United States",2001,"Import",5,1966767.948
"I2","MEX","3111","Mexico","USA","United States",2002,"Export",6,92318.709
"I2","MEX","3111","Mexico","USA","United States",2002,"Gross Exp.",2,92318.709
"I2","MEX","3111","Mexico","USA","United States",2002,"Gross Imp.",1,1966748.401
"I2","MEX","3111","Mexico","USA","United States",2002,"Import",5,1966748.401
"I2","MEX","3111","Mexico","USA","United States",2003,"Export",6,118204.013
"I2","MEX","3111","Mexico","USA","United States",2003,"Gross Exp.",2,118204.013
"I2","MEX","3111","Mexico","USA","United States",2003,"Gross Imp.",1,2085479.87
"I2","MEX","3111","Mexico","USA","United States",2003,"Import",5,2085479.87
"I2","MEX","3111","Mexico","USA","United States",2004,"Export",6,256356.83
"I2","MEX","3111","Mexico","USA","United States",2004,"Gross Exp.",2,256356.83
"I2","MEX","3111","Mexico","USA","United States",2004,"Gross Imp.",1,1974966.429
"I2","MEX","3111","Mexico","USA","United States",2004,"Import",5,1974966.429
"I2","MEX","3111","Mexico","USA","United States",2005,"Export",6,147240.027
"I2","MEX","3111","Mexico","USA","United States",2005,"Gross Exp.",2,147240.027
"I2","MEX","3111","Mexico","USA","United States",2005,"Gross Imp.",1,2418887.621
"I2","MEX","3111","Mexico","USA","United States",2005,"Import",5,2418887.621
"I2","MEX","3111","Mexico","USA","United States",2006,"Export",6,176979.044
"I2","MEX","3111","Mexico","USA","United States",2006,"Gross Exp.",2,176979.044
"I2","MEX","3111","Mexico","USA","United States",2006,"Gross Imp.",1,2715993.98
"I2","MEX","3111","Mexico","USA","United States",2006,"Import",5,2715993.98
"I2","MEX","3111","Mexico","USA","United States",2007,"Export",6,194132.062
"I2","MEX","3111","Mexico","USA","United States",2007,"Gross Exp.",2,194132.062
"I2","MEX","3111","Mexico","USA","United States",2007,"Gross Imp.",1,3074598.973
"I2","MEX","3111","Mexico","USA","United States",2007,"Import",5,3074598.973
"I2","MEX","3111","Mexico","USA","United States",2008,"Export",6,174552.357
"I2","MEX","3111","Mexico","USA","United States",2008,"Gross Exp.",2,174552.357
"I2","MEX","3111","Mexico","USA","United States",2008,"Gross Imp.",1,3608987.311
"I2","MEX","3111","Mexico","USA","United States",2008,"Import",5,3608987.311
"I2","MEX","3111","Mexico","USA","United States",2009,"Export",6,199577.709
"I2","MEX","3111","Mexico","USA","United States",2009,"Gross Exp.",2,199577.709
"I2","MEX","3111","Mexico","USA","United States",2009,"Gross Imp.",1,3060027.779
"I2","MEX","3111","Mexico","USA","United States",2009,"Import",5,3060027.779
"I2","MEX","3111","Mexico","USA","United States",2010,"Export",6,287529.759
"I2","MEX","3111","Mexico","USA","United States",2010,"Gross Exp.",2,287529.759
"I2","MEX","3111","Mexico","USA","United States",2010,"Gross Imp.",1,3606479.558
"I2","MEX","3111","Mexico","USA","United States",2010,"Import",5,3606479.558
"I2","MEX","3112","Mexico","USA","United States",1986,"Export",6,102
"I2","MEX","3112","Mexico","USA","United States",1986,"Gross Exp.",2,102
"I2","MEX","3112","Mexico","USA","United States",1986,"Gross Imp.",1,91210
"I2","MEX","3112","Mexico","USA","United States",1986,"Import",5,91210
"I2","MEX","3112","Mexico","USA","United States",1987,"Export",6,21.653
"I2","MEX","3112","Mexico","USA","United States",1987,"Gross Exp.",2,21.653
"I2","MEX","3112","Mexico","USA","United States",1987,"Gross Imp.",1,64228.437
"I2","MEX","3112","Mexico","USA","United States",1987,"Import",5,64228.437
"I2","MEX","3112","Mexico","USA","United States",1988,"Export",6,27.368
"I2","MEX","3112","Mexico","USA","United States",1988,"Gross Exp.",2,27.368
"I2","MEX","3112","Mexico","USA","United States",1988,"Gross Imp.",1,142354.133
"I2","MEX","3112","Mexico","USA","United States",1988,"Import",5,142354.133
"I2","MEX","3112","Mexico","USA","United States",1989,"Export",6,1276.421
"I2","MEX","3112","Mexico","USA","United States",1989,"Gross Exp.",2,1276.421
"I2","MEX","3112","Mexico","USA","United States",1989,"Gross Imp.",1,229481.455
"I2","MEX","3112","Mexico","USA","United States",1989,"Import",5,229481.455
"I2","MEX","3112","Mexico","USA","United States",1990,"Export",6,11.561
"I2","MEX","3112","Mexico","USA","United States",1990,"Gross Exp.",2,11.561
"I2","MEX","3112","Mexico","USA","United States",1990,"Gross Imp.",1,144123.568
"I2","MEX","3112","Mexico","USA","United States",1990,"Import",5,144123.568
"I2","MEX","3112","Mexico","USA","United States",1991,"Export",6,322.087
"I2","MEX","3112","Mexico","USA","United States",1991,"Gross Exp.",2,322.087
"I2","MEX","3112","Mexico","USA","United States",1991,"Gross Imp.",1,125377.144
"I2","MEX","3112","Mexico","USA","United States",1991,"Import",5,125377.144
"I2","MEX","3112","Mexico","USA","United States",1992,"Export",6,563
"I2","MEX","3112","Mexico","USA","United States",1992,"Gross Exp.",2,563
"I2","MEX","3112","Mexico","USA","United States",1992,"Gross Imp.",1,189147
"I2","MEX","3112","Mexico","USA","United States",1992,"Import",5,189147
"I2","MEX","3112","Mexico","USA","United States",1993,"Export",6,249
"I2","MEX","3112","Mexico","USA","United States",1993,"Gross Exp.",2,249
"I2","MEX","3112","Mexico","USA","United States",1993,"Gross Imp.",1,259546
"I2","MEX","3112","Mexico","USA","United States",1993,"Import",5,259546
"I2","MEX","3112","Mexico","USA","United States",1994,"Export",6,1734.964
"I2","MEX","3112","Mexico","USA","United States",1994,"Gross Exp.",2,1734.964
"I2","MEX","3112","Mexico","USA","United States",1994,"Gross Imp.",1,200340
"I2","MEX","3112","Mexico","USA","United States",1994,"Import",5,200340
"I2","MEX","3112","Mexico","USA","United States",1995,"Export",6,6729
"I2","MEX","3112","Mexico","USA","United States",1995,"Gross Exp.",2,6729
"I2","MEX","3112","Mexico","USA","United States",1995,"Gross Imp.",1,158516
"I2","MEX","3112","Mexico","USA","United States",1995,"Import",5,158516
"I2","MEX","3112","Mexico","USA","United States",1996,"Export",6,14223.218
"I2","MEX","3112","Mexico","USA","United States",1996,"Gross Exp.",2,14223.218
"I2","MEX","3112","Mexico","USA","United States",1996,"Gross Imp.",1,103529.352
"I2","MEX","3112","Mexico","USA","United States",1996,"Import",5,103529.352
"I2","MEX","3112","Mexico","USA","United States",1997,"Export",6,3480.474
