"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD"
"I2","MEX","1110","Mexico","USA","United States",1986,"Export",6,1742293.024
"I2","MEX","1110","Mexico","USA","United States",1986,"Gross Exp.",2,1742293.024
"I2","MEX","1110","Mexico","USA","United States",1986,"Gross Imp.",1,656727.992
"I2","MEX","1110","Mexico","USA","United States",1986,"Import",5,656727.992
"I2","MEX","1110","Mexico","USA","United States",1987,"Export",6,1261134.257
"I2","MEX","1110","Mexico","USA","United States",1987,"Gross Exp.",2,1261134.257
"I2","MEX","1110","Mexico","USA","United States",1987,"Gross Imp.",1,856078.497
"I2","MEX","1110","Mexico","USA","United States",1987,"Import",5,856078.497
"I2","MEX","1110","Mexico","USA","United States",1988,"Export",6,1244096.533
"I2","MEX","1110","Mexico","USA","United States",1988,"Gross Exp.",2,1244096.533
"I2","MEX","1110","Mexico","USA","United States",1988,"Gross Imp.",1,1423562.97
"I2","MEX","1110","Mexico","USA","United States",1988,"Import",5,1423562.97
"I2","MEX","1110","Mexico","USA","United States",1989,"Export",6,1494878.214
"I2","MEX","1110","Mexico","USA","United States",1989,"Gross Exp.",2,1494878.214
"I2","MEX","1110","Mexico","USA","United States",1989,"Gross Imp.",1,1554875.301
"I2","MEX","1110","Mexico","USA","United States",1989,"Import",5,1554875.301
"I2","MEX","1110","Mexico","USA","United States",1990,"Export",6,1918928.176
"I2","MEX","1110","Mexico","USA","United States",1990,"Gross Exp.",2,1918928.176
"I2","MEX","1110","Mexico","USA","United States",1990,"Gross Imp.",1,1529260.845
"I2","MEX","1110","Mexico","USA","United States",1990,"Import",5,1529260.845
"I2","MEX","1110","Mexico","USA","United States",1991,"Export",6,1984693.435
"I2","MEX","1110","Mexico","USA","United States",1991,"Gross Exp.",2,1984693.435
"I2","MEX","1110","Mexico","USA","United States",1991,"Gross Imp.",1,1446298.186
"I2","MEX","1110","Mexico","USA","United States",1991,"Import",5,1446298.186
"I2","MEX","1110","Mexico","USA","United States",1992,"Export",6,1826015.008
"I2","MEX","1110","Mexico","USA","United States",1992,"Gross Exp.",2,1826015.008
"I2","MEX","1110","Mexico","USA","United States",1992,"Gross Imp.",1,2053191.984
"I2","MEX","1110","Mexico","USA","United States",1992,"Import",5,2053191.984
"I2","MEX","1110","Mexico","USA","United States",1993,"Export",6,2190109
"I2","MEX","1110","Mexico","USA","United States",1993,"Gross Exp.",2,2190109
"I2","MEX","1110","Mexico","USA","United States",1993,"Gross Imp.",1,1835920
"I2","MEX","1110","Mexico","USA","United States",1993,"Import",5,1835920
"I2","MEX","1110","Mexico","USA","United States",1994,"Export",6,2277805.366
"I2","MEX","1110","Mexico","USA","United States",1994,"Gross Exp.",2,2277805.366
"I2","MEX","1110","Mexico","USA","United States",1994,"Gross Imp.",1,2325879
"I2","MEX","1110","Mexico","USA","United States",1994,"Import",5,2325879
"I2","MEX","1110","Mexico","USA","United States",1995,"Export",6,3366746.976
"I2","MEX","1110","Mexico","USA","United States",1995,"Gross Exp.",2,3366746.976
"I2","MEX","1110","Mexico","USA","United States",1995,"Gross Imp.",1,1930742.024
"I2","MEX","1110","Mexico","USA","United States",1995,"Import",5,1930742.024
"I2","MEX","1110","Mexico","USA","United States",1996,"Export",6,2764553.831
"I2","MEX","1110","Mexico","USA","United States",1996,"Gross Exp.",2,2764553.831
"I2","MEX","1110","Mexico","USA","United States",1996,"Gross Imp.",1,3562476.616
"I2","MEX","1110","Mexico","USA","United States",1996,"Import",5,3562476.616
"I2","MEX","1110","Mexico","USA","United States",1997,"Export",6,2965850.09
"I2","MEX","1110","Mexico","USA","United States",1997,"Gross Exp.",2,2965850.09
"I2","MEX","1110","Mexico","USA","United States",1997,"Gross Imp.",1,3154929.335
"I2","MEX","1110","Mexico","USA","United States",1997,"Import",5,3154929.335
"I2","MEX","1110","Mexico","USA","United States",1998,"Export",6,3257402.769
"I2","MEX","1110","Mexico","USA","United States",1998,"Gross Exp.",2,3257402.769
"I2","MEX","1110","Mexico","USA","United States",1998,"Gross Imp.",1,3467015.984
"I2","MEX","1110","Mexico","USA","United States",1998,"Import",5,3467015.984
"I2","MEX","1110","Mexico","USA","United States",1999,"Export",6,3278112.715
"I2","MEX","1110","Mexico","USA","United States",1999,"Gross Exp.",2,3278112.715
"I2","MEX","1110","Mexico","USA","United States",1999,"Gross Imp.",1,3249316.266
"I2","MEX","1110","Mexico","USA","United States",1999,"Import",5,3249316.266
"I2","MEX","1110","Mexico","USA","United States",2000,"Export",6,3481640.126
"I2","MEX","1110","Mexico","USA","United States",2000,"Gross Exp.",2,3481640.126
"I2","MEX","1110","Mexico","USA","United States",2000,"Gross Imp.",1,3486247.771
"I2","MEX","1110","Mexico","USA","United States",2000,"Import",5,3486247.771
"I2","MEX","1110","Mexico","USA","United States",2001,"Export",6,3216826.746
"I2","MEX","1110","Mexico","USA","United States",2001,"Gross Exp.",2,3216826.746
"I2","MEX","1110","Mexico","USA","United States",2001,"Gross Imp.",1,3751930.124
"I2","MEX","1110","Mexico","USA","United States",2001,"Import",5,3751930.124
"I2","MEX","1110","Mexico","USA","United States",2002,"Export",6,2993080.373
"I2","MEX","1110","Mexico","USA","United States",2002,"Gross Exp.",2,2993080.373
"I2","MEX","1110","Mexico","USA","United States",2002,"Gross Imp.",1,3810726.929
"I2","MEX","1110","Mexico","USA","United States",2002,"Import",5,3810726.929
"I2","MEX","1110","Mexico","USA","United States",2003,"Export",6,3842133.692
"I2","MEX","1110","Mexico","USA","United States",2003,"Gross Exp.",2,3842133.692
"I2","MEX","1110","Mexico","USA","United States",2003,"Gross Imp.",1,4082638.317
"I2","MEX","1110","Mexico","USA","United States",2003,"Import",5,4082638.317
"I2","MEX","1110","Mexico","USA","United States",2004,"Export",6,4487227.301
"I2","MEX","1110","Mexico","USA","United States",2004,"Gross Exp.",2,4487227.301
"I2","MEX","1110","Mexico","USA","United States",2004,"Gross Imp.",1,4022374.156
"I2","MEX","1110","Mexico","USA","United States",2004,"Import",5,4022374.156
"I2","MEX","1110","Mexico","USA","United States",2005,"Export",6,4693883.151
"I2","MEX","1110","Mexico","USA","United States",2005,"Gross Exp.",2,4693883.151
"I2","MEX","1110","Mexico","USA","United States",2005,"Gross Imp.",1,3988026.333
"I2","MEX","1110","Mexico","USA","United States",2005,"Import",5,3988026.333
"I2","MEX","1110","Mexico","USA","United States",2006,"Export",6,5356862.245
"I2","MEX","1110","Mexico","USA","United States",2006,"Gross Exp.",2,5356862.245
"I2","MEX","1110","Mexico","USA","United States",2006,"Gross Imp.",1,4596134.51
"I2","MEX","1110","Mexico","USA","United States",2006,"Import",5,4596134.51
"I2","MEX","1110","Mexico","USA","United States",2007,"Export",6,5672995.35
"I2","MEX","1110","Mexico","USA","United States",2007,"Gross Exp.",2,5672995.35
"I2","MEX","1110","Mexico","USA","United States",2007,"Gross Imp.",1,5567549.897
"I2","MEX","1110","Mexico","USA","United States",2007,"Import",5,5567549.897
"I2","MEX","1110","Mexico","USA","United States",2008,"Export",6,5696175.248
"I2","MEX","1110","Mexico","USA","United States",2008,"Gross Exp.",2,5696175.248
"I2","MEX","1110","Mexico","USA","United States",2008,"Gross Imp.",1,7896645.252
"I2","MEX","1110","Mexico","USA","United States",2008,"Import",5,7896645.252
"I2","MEX","1110","Mexico","USA","United States",2009,"Export",6,5721802.39
"I2","MEX","1110","Mexico","USA","United States",2009,"Gross Exp.",2,5721802.39
"I2","MEX","1110","Mexico","USA","United States",2009,"Gross Imp.",1,5693190.61
"I2","MEX","1110","Mexico","USA","United States",2009,"Import",5,5693190.61
"I2","MEX","1110","Mexico","USA","United States",2010,"Export",6,6613306.982
"I2","MEX","1110","Mexico","USA","United States",2010,"Gross Exp.",2,6613306.982
"I2","MEX","1110","Mexico","USA","United States",2010,"Gross Imp.",1,6354733.21
"I2","MEX","1110","Mexico","USA","United States",2010,"Import",5,6354733.21
"I2","MEX","1130","Mexico","USA","United States",1986,"Export",6,289
"I2","MEX","1130","Mexico","USA","United States",1986,"Gross Exp.",2,289
"I2","MEX","1130","Mexico","USA","United States",1986,"Gross Imp.",1,2801
"I2","MEX","1130","Mexico","USA","United States",1986,"Import",5,2801
"I2","MEX","1130","Mexico","USA","United States",1987,"Export",6,573.515
"I2","MEX","1130","Mexico","USA","United States",1987,"Gross Exp.",2,573.515
"I2","MEX","1130","Mexico","USA","United States",1987,"Gross Imp.",1,4331.181
"I2","MEX","1130","Mexico","USA","United States",1987,"Import",5,4331.181
"I2","MEX","1130","Mexico","USA","United States",1988,"Export",6,261.253
"I2","MEX","1130","Mexico","USA","United States",1988,"Gross Exp.",2,261.253
"I2","MEX","1130","Mexico","USA","United States",1988,"Gross Imp.",1,8310.742
"I2","MEX","1130","Mexico","USA","United States",1988,"Import",5,8310.742
"I2","MEX","1130","Mexico","USA","United States",1989,"Export",6,313.502
"I2","MEX","1130","Mexico","USA","United States",1989,"Gross Exp.",2,313.502
"I2","MEX","1130","Mexico","USA","United States",1989,"Gross Imp.",1,6307.945
"I2","MEX","1130","Mexico","USA","United States",1989,"Import",5,6307.945
"I2","MEX","1130","Mexico","USA","United States",1990,"Export",6,822.438
"I2","MEX","1130","Mexico","USA","United States",1990,"Gross Exp.",2,822.438
"I2","MEX","1130","Mexico","USA","United States",1990,"Gross Imp.",1,7515.198
"I2","MEX","1130","Mexico","USA","United States",1990,"Import",5,7515.198
"I2","MEX","1130","Mexico","USA","United States",1991,"Export",6,597.679
"I2","MEX","1130","Mexico","USA","United States",1991,"Gross Exp.",2,597.679
"I2","MEX","1130","Mexico","USA","United States",1991,"Gross Imp.",1,5335.249
"I2","MEX","1130","Mexico","USA","United States",1991,"Import",5,5335.249
"I2","MEX","1130","Mexico","USA","United States",1992,"Export",6,453
"I2","MEX","1130","Mexico","USA","United States",1992,"Gross Exp.",2,453
"I2","MEX","1130","Mexico","USA","United States",1992,"Gross Imp.",1,5121
"I2","MEX","1130","Mexico","USA","United States",1992,"Import",5,5121
"I2","MEX","1130","Mexico","USA","United States",1993,"Export",6,191
"I2","MEX","1130","Mexico","USA","United States",1993,"Gross Exp.",2,191
"I2","MEX","1130","Mexico","USA","United States",1993,"Gross Imp.",1,4917
"I2","MEX","1130","Mexico","USA","United States",1993,"Import",5,4917
"I2","MEX","1130","Mexico","USA","United States",1994,"Export",6,233.899
"I2","MEX","1130","Mexico","USA","United States",1994,"Gross Exp.",2,233.899
"I2","MEX","1130","Mexico","USA","United States",1994,"Gross Imp.",1,5690
"I2","MEX","1130","Mexico","USA","United States",1994,"Import",5,5690
"I2","MEX","1130","Mexico","USA","United States",1995,"Export",6,436
"I2","MEX","1130","Mexico","USA","United States",1995,"Gross Exp.",2,436
"I2","MEX","1130","Mexico","USA","United States",1995,"Gross Imp.",1,3525
"I2","MEX","1130","Mexico","USA","United States",1995,"Import",5,3525
"I2","MEX","1130","Mexico","USA","United States",1996,"Export",6,459.009
"I2","MEX","1130","Mexico","USA","United States",1996,"Gross Exp.",2,459.009
"I2","MEX","1130","Mexico","USA","United States",1996,"Gross Imp.",1,8695.992
"I2","MEX","1130","Mexico","USA","United States",1996,"Import",5,8695.992
"I2","MEX","1130","Mexico","USA","United States",1997,"Export",6,461.263
"I2","MEX","1130","Mexico","USA","United States",1997,"Gross Exp.",2,461.263
"I2","MEX","1130","Mexico","USA","United States",1997,"Gross Imp.",1,14541.624
"I2","MEX","1130","Mexico","USA","United States",1997,"Import",5,14541.624
"I2","MEX","1130","Mexico","USA","United States",1998,"Export",6,3655.221
"I2","MEX","1130","Mexico","USA","United States",1998,"Gross Exp.",2,3655.221
"I2","MEX","1130","Mexico","USA","United States",1998,"Gross Imp.",1,21210.677
"I2","MEX","1130","Mexico","USA","United States",1998,"Import",5,21210.677
"I2","MEX","1130","Mexico","USA","United States",1999,"Export",6,1818.192
"I2","MEX","1130","Mexico","USA","United States",1999,"Gross Exp.",2,1818.192
"I2","MEX","1130","Mexico","USA","United States",1999,"Gross Imp.",1,20255.592
"I2","MEX","1130","Mexico","USA","United States",1999,"Import",5,20255.592
"I2","MEX","1130","Mexico","USA","United States",2000,"Export",6,321.275
"I2","MEX","1130","Mexico","USA","United States",2000,"Gross Exp.",2,321.275
"I2","MEX","1130","Mexico","USA","United States",2000,"Gross Imp.",1,18976.713
"I2","MEX","1130","Mexico","USA","United States",2000,"Import",5,18976.713
"I2","MEX","1130","Mexico","USA","United States",2001,"Export",6,454.283
"I2","MEX","1130","Mexico","USA","United States",2001,"Gross Exp.",2,454.283
"I2","MEX","1130","Mexico","USA","United States",2001,"Gross Imp.",1,26462.442
"I2","MEX","1130","Mexico","USA","United States",2001,"Import",5,26462.442
"I2","MEX","1130","Mexico","USA","United States",2002,"Export",6,342.838
"I2","MEX","1130","Mexico","USA","United States",2002,"Gross Exp.",2,342.838
"I2","MEX","1130","Mexico","USA","United States",2002,"Gross Imp.",1,27479.94
"I2","MEX","1130","Mexico","USA","United States",2002,"Import",5,27479.94
"I2","MEX","1130","Mexico","USA","United States",2003,"Export",6,302.685
"I2","MEX","1130","Mexico","USA","United States",2003,"Gross Exp.",2,302.685
"I2","MEX","1130","Mexico","USA","United States",2003,"Gross Imp.",1,24109.932
"I2","MEX","1130","Mexico","USA","United States",2003,"Import",5,24109.932
"I2","MEX","1130","Mexico","USA","United States",2004,"Export",6,299.184
"I2","MEX","1130","Mexico","USA","United States",2004,"Gross Exp.",2,299.184
"I2","MEX","1130","Mexico","USA","United States",2004,"Gross Imp.",1,24193.123
"I2","MEX","1130","Mexico","USA","United States",2004,"Import",5,24193.123
"I2","MEX","1130","Mexico","USA","United States",2005,"Export",6,2066.436
"I2","MEX","1130","Mexico","USA","United States",2005,"Gross Exp.",2,2066.436
"I2","MEX","1130","Mexico","USA","United States",2005,"Gross Imp.",1,28377.266
"I2","MEX","1130","Mexico","USA","United States",2005,"Import",5,28377.266
"I2","MEX","1130","Mexico","USA","United States",2006,"Export",6,582.864
"I2","MEX","1130","Mexico","USA","United States",2006,"Gross Exp.",2,582.864
"I2","MEX","1130","Mexico","USA","United States",2006,"Gross Imp.",1,34639.111
"I2","MEX","1130","Mexico","USA","United States",2006,"Import",5,34639.111
"I2","MEX","1130","Mexico","USA","United States",2007,"Export",6,1187.875
"I2","MEX","1130","Mexico","USA","United States",2007,"Gross Exp.",2,1187.875
"I2","MEX","1130","Mexico","USA","United States",2007,"Gross Imp.",1,29753.45
"I2","MEX","1130","Mexico","USA","United States",2007,"Import",5,29753.45
"I2","MEX","1130","Mexico","USA","United States",2008,"Export",6,1104.448
"I2","MEX","1130","Mexico","USA","United States",2008,"Gross Exp.",2,1104.448
"I2","MEX","1130","Mexico","USA","United States",2008,"Gross Imp.",1,30860.85
"I2","MEX","1130","Mexico","USA","United States",2008,"Import",5,30860.85
"I2","MEX","1130","Mexico","USA","United States",2009,"Export",6,795.385
"I2","MEX","1130","Mexico","USA","United States",2009,"Gross Exp.",2,795.385
"I2","MEX","1130","Mexico","USA","United States",2009,"Gross Imp.",1,25087.513
"I2","MEX","1130","Mexico","USA","United States",2009,"Import",5,25087.513
"I2","MEX","1130","Mexico","USA","United States",2010,"Export",6,879.487
"I2","MEX","1130","Mexico","USA","United States",2010,"Gross Exp.",2,879.487
"I2","MEX","1130","Mexico","USA","United States",2010,"Gross Imp.",1,30260.374
"I2","MEX","1130","Mexico","USA","United States",2010,"Import",5,30260.374
"I2","MEX","1210","Mexico","USA","United States",1986,"Export",6,10349
"I2","MEX","1210","Mexico","USA","United States",1986,"Gross Exp.",2,10349
"I2","MEX","1210","Mexico","USA","United States",1986,"Gross Imp.",1,12812
"I2","MEX","1210","Mexico","USA","United States",1986,"Import",5,12812
"I2","MEX","1210","Mexico","USA","United States",1987,"Export",6,10453.682
"I2","MEX","1210","Mexico","USA","United States",1987,"Gross Exp.",2,10453.682
"I2","MEX","1210","Mexico","USA","United States",1987,"Gross Imp.",1,17531.702
"I2","MEX","1210","Mexico","USA","United States",1987,"Import",5,17531.702
"I2","MEX","1210","Mexico","USA","United States",1988,"Export",6,9232.093
"I2","MEX","1210","Mexico","USA","United States",1988,"Gross Exp.",2,9232.093
"I2","MEX","1210","Mexico","USA","United States",1988,"Gross Imp.",1,20340.233
"I2","MEX","1210","Mexico","USA","United States",1988,"Import",5,20340.233
"I2","MEX","1210","Mexico","USA","United States",1989,"Export",6,10783.076
"I2","MEX","1210","Mexico","USA","United States",1989,"Gross Exp.",2,10783.076
"I2","MEX","1210","Mexico","USA","United States",1989,"Gross Imp.",1,23518.264
"I2","MEX","1210","Mexico","USA","United States",1989,"Import",5,23518.264
"I2","MEX","1210","Mexico","USA","United States",1990,"Export",6,18261.541
"I2","MEX","1210","Mexico","USA","United States",1990,"Gross Exp.",2,18261.541
"I2","MEX","1210","Mexico","USA","United States",1990,"Gross Imp.",1,27350.158
"I2","MEX","1210","Mexico","USA","United States",1990,"Import",5,27350.158
"I2","MEX","1210","Mexico","USA","United States",1991,"Export",6,23705.046
"I2","MEX","1210","Mexico","USA","United States",1991,"Gross Exp.",2,23705.046
"I2","MEX","1210","Mexico","USA","United States",1991,"Gross Imp.",1,21526.423
"I2","MEX","1210","Mexico","USA","United States",1991,"Import",5,21526.423
"I2","MEX","1210","Mexico","USA","United States",1992,"Export",6,28884
"I2","MEX","1210","Mexico","USA","United States",1992,"Gross Exp.",2,28884
"I2","MEX","1210","Mexico","USA","United States",1992,"Gross Imp.",1,20276
"I2","MEX","1210","Mexico","USA","United States",1992,"Import",5,20276
"I2","MEX","1210","Mexico","USA","United States",1993,"Export",6,22800
"I2","MEX","1210","Mexico","USA","United States",1993,"Gross Exp.",2,22800
"I2","MEX","1210","Mexico","USA","United States",1993,"Gross Imp.",1,23286
"I2","MEX","1210","Mexico","USA","United States",1993,"Import",5,23286
"I2","MEX","1210","Mexico","USA","United States",1994,"Export",6,22023.562
"I2","MEX","1210","Mexico","USA","United States",1994,"Gross Exp.",2,22023.562
"I2","MEX","1210","Mexico","USA","United States",1994,"Gross Imp.",1,26020
"I2","MEX","1210","Mexico","USA","United States",1994,"Import",5,26020
"I2","MEX","1210","Mexico","USA","United States",1995,"Export",6,26496
"I2","MEX","1210","Mexico","USA","United States",1995,"Gross Exp.",2,26496
"I2","MEX","1210","Mexico","USA","United States",1995,"Gross Imp.",1,23257
"I2","MEX","1210","Mexico","USA","United States",1995,"Import",5,23257
"I2","MEX","1210","Mexico","USA","United States",1996,"Export",6,27539.383
"I2","MEX","1210","Mexico","USA","United States",1996,"Gross Exp.",2,27539.383
"I2","MEX","1210","Mexico","USA","United States",1996,"Gross Imp.",1,24869.957
"I2","MEX","1210","Mexico","USA","United States",1996,"Import",5,24869.957
"I2","MEX","1210","Mexico","USA","United States",1997,"Export",6,30239.109
"I2","MEX","1210","Mexico","USA","United States",1997,"Gross Exp.",2,30239.109
"I2","MEX","1210","Mexico","USA","United States",1997,"Gross Imp.",1,26988.861
"I2","MEX","1210","Mexico","USA","United States",1997,"Import",5,26988.861
"I2","MEX","1210","Mexico","USA","United States",1998,"Export",6,34424.345
"I2","MEX","1210","Mexico","USA","United States",1998,"Gross Exp.",2,34424.345
"I2","MEX","1210","Mexico","USA","United States",1998,"Gross Imp.",1,35062.904
"I2","MEX","1210","Mexico","USA","United States",1998,"Import",5,35062.904
"I2","MEX","1210","Mexico","USA","United States",1999,"Export",6,40905.749
"I2","MEX","1210","Mexico","USA","United States",1999,"Gross Exp.",2,40905.749
"I2","MEX","1210","Mexico","USA","United States",1999,"Gross Imp.",1,28879.232
"I2","MEX","1210","Mexico","USA","United States",1999,"Import",5,28879.232
"I2","MEX","1210","Mexico","USA","United States",2000,"Export",6,44209.648
"I2","MEX","1210","Mexico","USA","United States",2000,"Gross Exp.",2,44209.648
"I2","MEX","1210","Mexico","USA","United States",2000,"Gross Imp.",1,29086.853
"I2","MEX","1210","Mexico","USA","United States",2000,"Import",5,29086.853
"I2","MEX","1210","Mexico","USA","United States",2001,"Export",6,49130.339
"I2","MEX","1210","Mexico","USA","United States",2001,"Gross Exp.",2,49130.339
"I2","MEX","1210","Mexico","USA","United States",2001,"Gross Imp.",1,35180.12
"I2","MEX","1210","Mexico","USA","United States",2001,"Import",5,35180.12
"I2","MEX","1210","Mexico","USA","United States",2002,"Export",6,57876.727
"I2","MEX","1210","Mexico","USA","United States",2002,"Gross Exp.",2,57876.727
"I2","MEX","1210","Mexico","USA","United States",2002,"Gross Imp.",1,36119.355
"I2","MEX","1210","Mexico","USA","United States",2002,"Import",5,36119.355
"I2","MEX","1210","Mexico","USA","United States",2003,"Export",6,68145.071
"I2","MEX","1210","Mexico","USA","United States",2003,"Gross Exp.",2,68145.071
"I2","MEX","1210","Mexico","USA","United States",2003,"Gross Imp.",1,38996.053
"I2","MEX","1210","Mexico","USA","United States",2003,"Import",5,38996.053
"I2","MEX","1210","Mexico","USA","United States",2004,"Export",6,78312.331
"I2","MEX","1210","Mexico","USA","United States",2004,"Gross Exp.",2,78312.331
"I2","MEX","1210","Mexico","USA","United States",2004,"Gross Imp.",1,41794.9
"I2","MEX","1210","Mexico","USA","United States",2004,"Import",5,41794.9
"I2","MEX","1210","Mexico","USA","United States",2005,"Export",6,80534.535
"I2","MEX","1210","Mexico","USA","United States",2005,"Gross Exp.",2,80534.535
"I2","MEX","1210","Mexico","USA","United States",2005,"Gross Imp.",1,28545.568
"I2","MEX","1210","Mexico","USA","United States",2005,"Import",5,28545.568
"I2","MEX","1210","Mexico","USA","United States",2006,"Export",6,86170.142
"I2","MEX","1210","Mexico","USA","United States",2006,"Gross Exp.",2,86170.142
"I2","MEX","1210","Mexico","USA","United States",2006,"Gross Imp.",1,47903.888
"I2","MEX","1210","Mexico","USA","United States",2006,"Import",5,47903.888
"I2","MEX","1210","Mexico","USA","United States",2007,"Export",6,103785.598
"I2","MEX","1210","Mexico","USA","United States",2007,"Gross Exp.",2,103785.598
"I2","MEX","1210","Mexico","USA","United States",2007,"Gross Imp.",1,47782.299
"I2","MEX","1210","Mexico","USA","United States",2007,"Import",5,47782.299
"I2","MEX","1210","Mexico","USA","United States",2008,"Export",6,96578.402
"I2","MEX","1210","Mexico","USA","United States",2008,"Gross Exp.",2,96578.402
"I2","MEX","1210","Mexico","USA","United States",2008,"Gross Imp.",1,31370.473
"I2","MEX","1210","Mexico","USA","United States",2008,"Import",5,31370.473
"I2","MEX","1210","Mexico","USA","United States",2009,"Export",6,92765.118
"I2","MEX","1210","Mexico","USA","United States",2009,"Gross Exp.",2,92765.118
"I2","MEX","1210","Mexico","USA","United States",2009,"Gross Imp.",1,40559.779
"I2","MEX","1210","Mexico","USA","United States",2009,"Import",5,40559.779
"I2","MEX","1210","Mexico","USA","United States",2010,"Export",6,107268.012
"I2","MEX","1210","Mexico","USA","United States",2010,"Gross Exp.",2,107268.012
"I2","MEX","1210","Mexico","USA","United States",2010,"Gross Imp.",1,40963.011
"I2","MEX","1210","Mexico","USA","United States",2010,"Import",5,40963.011
"I2","MEX","1220","Mexico","USA","United States",1986,"Export",6,4091
"I2","MEX","1220","Mexico","USA","United States",1986,"Gross Exp.",2,4091
"I2","MEX","1220","Mexico","USA","United States",1986,"Gross Imp.",1,1043
"I2","MEX","1220","Mexico","USA","United States",1986,"Import",5,1043
"I2","MEX","1220","Mexico","USA","United States",1987,"Export",6,4205.039
"I2","MEX","1220","Mexico","USA","United States",1987,"Gross Exp.",2,4205.039
"I2","MEX","1220","Mexico","USA","United States",1987,"Gross Imp.",1,335.469
"I2","MEX","1220","Mexico","USA","United States",1987,"Import",5,335.469
"I2","MEX","1220","Mexico","USA","United States",1988,"Export",6,4377.188
"I2","MEX","1220","Mexico","USA","United States",1988,"Gross Exp.",2,4377.188
"I2","MEX","1220","Mexico","USA","United States",1988,"Gross Imp.",1,8747.564
"I2","MEX","1220","Mexico","USA","United States",1988,"Import",5,8747.564
"I2","MEX","1220","Mexico","USA","United States",1989,"Export",6,722.319
"I2","MEX","1220","Mexico","USA","United States",1989,"Gross Exp.",2,722.319
"I2","MEX","1220","Mexico","USA","United States",1989,"Gross Imp.",1,9542.645
"I2","MEX","1220","Mexico","USA","United States",1989,"Import",5,9542.645
"I2","MEX","1220","Mexico","USA","United States",1990,"Export",6,1353.598
"I2","MEX","1220","Mexico","USA","United States",1990,"Gross Exp.",2,1353.598
"I2","MEX","1220","Mexico","USA","United States",1990,"Gross Imp.",1,5726.063
"I2","MEX","1220","Mexico","USA","United States",1990,"Import",5,5726.063
"I2","MEX","1220","Mexico","USA","United States",1991,"Export",6,13467.01
"I2","MEX","1220","Mexico","USA","United States",1991,"Gross Exp.",2,13467.01
"I2","MEX","1220","Mexico","USA","United States",1991,"Gross Imp.",1,4650.779
"I2","MEX","1220","Mexico","USA","United States",1991,"Import",5,4650.779
"I2","MEX","1220","Mexico","USA","United States",1992,"Export",6,21033
"I2","MEX","1220","Mexico","USA","United States",1992,"Gross Exp.",2,21033
"I2","MEX","1220","Mexico","USA","United States",1992,"Gross Imp.",1,7102
"I2","MEX","1220","Mexico","USA","United States",1992,"Import",5,7102
"I2","MEX","1220","Mexico","USA","United States",1993,"Export",6,21255
"I2","MEX","1220","Mexico","USA","United States",1993,"Gross Exp.",2,21255
"I2","MEX","1220","Mexico","USA","United States",1993,"Gross Imp.",1,3640
"I2","MEX","1220","Mexico","USA","United States",1993,"Import",5,3640
"I2","MEX","1220","Mexico","USA","United States",1994,"Export",6,16382.896
"I2","MEX","1220","Mexico","USA","United States",1994,"Gross Exp.",2,16382.896
"I2","MEX","1220","Mexico","USA","United States",1994,"Gross Imp.",1,17624
"I2","MEX","1220","Mexico","USA","United States",1994,"Import",5,17624
"I2","MEX","1220","Mexico","USA","United States",1995,"Export",6,7619
"I2","MEX","1220","Mexico","USA","United States",1995,"Gross Exp.",2,7619
"I2","MEX","1220","Mexico","USA","United States",1995,"Gross Imp.",1,2437
"I2","MEX","1220","Mexico","USA","United States",1995,"Import",5,2437
"I2","MEX","1220","Mexico","USA","United States",1996,"Export",6,8662.055
"I2","MEX","1220","Mexico","USA","United States",1996,"Gross Exp.",2,8662.055
"I2","MEX","1220","Mexico","USA","United States",1996,"Gross Imp.",1,3409.793
"I2","MEX","1220","Mexico","USA","United States",1996,"Import",5,3409.793
"I2","MEX","1220","Mexico","USA","United States",1997,"Export",6,6777.032
"I2","MEX","1220","Mexico","USA","United States",1997,"Gross Exp.",2,6777.032
"I2","MEX","1220","Mexico","USA","United States",1997,"Gross Imp.",1,3372.028
"I2","MEX","1220","Mexico","USA","United States",1997,"Import",5,3372.028
"I2","MEX","1220","Mexico","USA","United States",1998,"Export",6,5730.643
"I2","MEX","1220","Mexico","USA","United States",1998,"Gross Exp.",2,5730.643
"I2","MEX","1220","Mexico","USA","United States",1998,"Gross Imp.",1,5166.204
"I2","MEX","1220","Mexico","USA","United States",1998,"Import",5,5166.204
"I2","MEX","1220","Mexico","USA","United States",1999,"Export",6,8534.1
"I2","MEX","1220","Mexico","USA","United States",1999,"Gross Exp.",2,8534.1
"I2","MEX","1220","Mexico","USA","United States",1999,"Gross Imp.",1,3065.672
"I2","MEX","1220","Mexico","USA","United States",1999,"Import",5,3065.672
"I2","MEX","1220","Mexico","USA","United States",2000,"Export",6,6693.604
"I2","MEX","1220","Mexico","USA","United States",2000,"Gross Exp.",2,6693.604
"I2","MEX","1220","Mexico","USA","United States",2000,"Gross Imp.",1,8105.418
"I2","MEX","1220","Mexico","USA","United States",2000,"Import",5,8105.418
"I2","MEX","1220","Mexico","USA","United States",2001,"Export",6,6862.782
"I2","MEX","1220","Mexico","USA","United States",2001,"Gross Exp.",2,6862.782
"I2","MEX","1220","Mexico","USA","United States",2001,"Gross Imp.",1,7362.896
