Reporter,Reporter Code,Partner Name,Partner Code,Tariff Indicator Name,Tariff Indicator Code,Product,Product Code,1989 [1989],1990 [1990],1991 [1991],1992 [1992],1993 [1993],1994 [1994]
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010110 -- (2002-2011) - Pure-bred breeding animals,10110,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010111 -- (-2001) - - Pure-bred breeding animals,10111,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010119 -- (-2001) - - Other,10119,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"010120 -- (-2001) - Asses, mules and hinnies",10120,..,..,..,6.25,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010121 -- (2012-) -- Pure-bred breeding animals,10121,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010129 -- (2012-) -- Other,10129,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010130 -- (2012-) - Asses,10130,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010190 -- (2002-) - Other,10190,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010210 -- (-2011) - Pure-bred breeding animals,10210,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010221 -- (2012-) -- Pure-bred breeding animals,10221,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010229 -- (2012-) -- Other,10229,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010231 -- (2012-) -- Pure-bred breeding animals,10231,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010239 -- (2012-) -- Other,10239,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010290 -- - Other,10290,0.547876,0.551890016,0.414762586,0.511265516,0.544875503,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010310 -- - Pure-bred breeding animals,10310,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010391 -- -- Weighing less than 50 kg,10391,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010392 -- -- Weighing 50 kg or more,10392,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010410 -- - Sheep,10410,..,..,0,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010420 -- - Goats,10420,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010511 -- -- Fowls of the species Gallus domesticus,10511,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010512 -- (1996-) -- Turkeys,10512,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010513 -- (2012-) -- Ducks,10513,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010514 -- (2012-) -- Geese,10514,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010515 -- (2012-) -- Guinea fowls,10515,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010519 -- (-2011) -- Other,10519,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010591 -- (-1995) Fowls of the species Gallus domesticus,10591,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"010592 -- (1996-2006)  -- Fowls of the species Gallus domesticus, weighing not more than 2,000 g",10592,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"010593 -- (1996-2006)  -- Fowls of the species Gallus domesticus, weighing more than 2,000 g",10593,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010594 -- (2007-) -- Fowls of the species Gallus domesticus,10594,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010599 -- -- Other,10599,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010600 -- (-2001) Other live animals,10600,3.833333254,3.833333254,3.833333254,3.833333254,3.833333254,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010611 -- (2002-) -- Primates,10611,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"010612 -- (2002-) -- Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia); seals, sea lions and walruses (mammals of the suborder Pinnipedia)",10612,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010613 -- (2012-) -- Camels and other camelids (Camelidae),10613,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010614 -- (2012-) -- Rabbits and hares,10614,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010619 -- (2002-) -- Other,10619,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010620 -- (2002-) - Reptiles (including snakes and turtles),10620,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010631 -- (2002-) -- Birds of prey,10631,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"010632 -- (2002-) -- Psittaciformes (including parrots, parakeets, macaws and cockatoos)",10632,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010633 -- (2012-) -- Ostriches; emus (Dromaius novaehollandiae),10633,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010639 -- (2002-) -- Other,10639,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010641 -- (2012-) -- Bees,10641,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010649 -- (2012-) -- Other,10649,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,010690 -- (2002-) - Other,10690,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020110 -- - Carcasses and half-carcasses,20110,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020120 -- - Other cuts with bone in,20120,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020130 -- - Boneless,20130,..,..,4.942249775,..,4.953223228,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020210 -- - Carcasses and half-carcasses,20210,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020220 -- - Other cuts with bone in,20220,..,..,5.440186977,5.45002985,5.473609924,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020230 -- - Boneless,20230,5.064739704,5.043876648,5.087500095,5.113143444,5.145196438,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020311 -- -- Carcasses and half-carcasses,20311,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020312 -- -- Hams, shoulders and cuts thereof, with bone in",20312,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020319 -- -- Other,20319,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020321 -- -- Carcasses and half-carcasses,20321,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020322 -- -- Hams, shoulders and cuts thereof, with bone in",20322,0.455044001,..,0.409676164,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020329 -- -- Other,20329,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020410 -- - Carcasses and half-carcasses of lamb, fresh or chilled",20410,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020421 -- -- Carcasses and half-carcasses,20421,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020422 -- -- Other cuts with bone in,20422,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020423 -- -- Boneless,20423,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020430 -- - Carcasses and half-carcasses of lamb, frozen",20430,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020441 -- -- Carcasses and half-carcasses,20441,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020442 -- -- Other cuts with bone in,20442,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020443 -- -- Boneless,20443,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020450 -- - Meat of goats,20450,..,..,..,0,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020500 -- Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",20500,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020610 -- - Of bovine animals, fresh or chilled",20610,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020621 -- -- Tongues,20621,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020622 -- -- Livers,20622,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020629 -- -- Other,20629,..,..,..,0,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020630 -- - Of swine, fresh or chilled",20630,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020641 -- -- Livers,20641,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020649 -- -- Other,20649,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020680 -- - Other, fresh or chilled",20680,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020690 -- - Other, frozen",20690,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020710 -- (-1995) Poultry not cut in pieces, fresh or chilled",20710,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020711 -- (1996-) -- Not cut in pieces, fresh or chilled",20711,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020712 -- (1996-) -- Not cut in pieces, frozen",20712,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020713 -- (1996-) -- Cuts and offal, fresh or chilled",20713,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020714 -- (1996-) -- Cuts and offal, frozen",20714,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020721 -- (-1995) Fowls of the species Gallus domesticus,20721,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020722 -- (-1995) Turkeys,20722,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020723 -- (-1995) Ducks, geese and guinea fowls",20723,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020724 -- (1996-) -- Not cut in pieces, fresh or chilled",20724,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020725 -- (1996-) -- Not cut in pieces, frozen",20725,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020726 -- (1996-) -- Cuts and offal, fresh or chilled",20726,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020727 -- (1996-) -- Cuts and offal, frozen",20727,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020731 -- (-1995) Fatty livers of geese or ducks,20731,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020732 -- (1996-2011) -- Not cut in pieces, fresh or chilled",20732,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020733 -- (1996-2011) -- Not cut in pieces, frozen",20733,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020734 -- (1996-2011) -- Fatty livers, fresh or chilled",20734,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020735 -- (1996-2011) -- Other, fresh or chilled",20735,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020736 -- (1996-2011) -- Other, frozen",20736,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020739 -- (-1995) Other,20739,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020741 -- (-1995, 2012-) -- Not cut in pieces, fresh or chilled",20741,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020742 -- (-1995, 2012-) -- Not cut in pieces, frozen",20742,..,9.164660454,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020743 -- (-1995, 2012-) -- Fatty livers, fresh or chilled",20743,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020744 -- (2012-) -- Other, fresh or chilled",20744,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020745 -- (2012-) -- Other, frozen",20745,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020750 -- (-1995) Poultry livers, frozen",20750,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020751 -- (2012-) -- Not cut in pieces, fresh or chilled",20751,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020752 -- (2012-) -- Not cut in pieces, frozen",20752,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020753 -- (2012-) -- Fatty livers, fresh or chilled",20753,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020754 -- (2012-) -- Other, fresh or chilled",20754,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020755 -- (2012-) -- Other, frozen",20755,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020760 -- (2012-) - Of guinea fowls,20760,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020810 -- - Of rabbits or hares,20810,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020820 -- (-2006)  - Frogs' legs,20820,..,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020830 -- (2002-) - Of primates,20830,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020840 -- (2002-) - Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia)",20840,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020850 -- (2002-) - Of reptiles (including snakes and turtles),20850,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020860 -- (2012-) - Of camels and other camelids (Camelidae),20860,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020890 -- - Other,20890,..,..,..,3.963116646,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"020900 -- (-2011) Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked.",20900,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020910 -- (2012-) - Of pigs,20910,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,020990 -- (2012-) - Other,20990,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"021011 -- -- Hams, shoulders and cuts thereof, with bone in",21011,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,021012 -- -- Bellies (streaky) and cuts thereof,21012,..,0.682945311,0.78984189,0.833774686,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,021019 -- -- Other,21019,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,021020 -- - Meat of bovine animals,21020,..,..,10,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"021090 -- (-2001) - Other, including edible flours and meals of meat or meat offal",21090,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,021091 -- (2002-) -- Of primates,21091,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"021092 -- (2002-) -- Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia)",21092,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,021093 -- (2002-) -- Of reptiles (including snakes and turtles),21093,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,021099 -- (2002-) -- Other,21099,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030110 -- (-2011) - Ornamental fish,30110,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030111 -- (2012-) -- Freshwater,30111,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030119 -- (2012-) -- Other,30119,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030191 -- -- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",30191,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030192 -- -- Eels (Anguilla spp.),30192,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030193 -- -- Carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus)",30193,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030194 -- (2007-) -- Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)",30194,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030195 -- (2007-) -- Southern bluefin tunas (Thunnus maccoyii),30195,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030199 -- -- Other,30199,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030211 -- -- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",30211,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030212 -- (-2011) -- Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",30212,0,0,..,..,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030213 -- (2012-) -- Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",30213,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030214 -- (2012-) -- Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),30214,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030219 -- -- Other,30219,0,0,..,0,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030221 -- -- Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",30221,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030222 -- -- Plaice (Pleuronectes platessa),30222,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030223 -- -- Sole (Solea spp.),30223,0.133767903,0.126873195,0.132466793,0.133383006,0.145395204,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030224 -- (2012-) -- Turbots (Psetta maxima),30224,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030229 -- -- Other,30229,0.203989506,0.218337595,0.237156898,0.243550807,0.255993992,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030231 -- -- Albacore or longfinned tunas (Thunnus alalunga),30231,0,0,0,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030232 -- -- Yellowfin tunas (Thunnus albacares),30232,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030233 -- -- Skipjack or stripe-bellied bonito,30233,0,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030234 -- (2002-) -- Bigeye tunas (Thunnus obesus),30234,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030235 -- (2002-) -- Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)",30235,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030236 -- (2002-) -- Southern bluefin tunas (Thunnus maccoyii),30236,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030239 -- -- Other,30239,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030240 -- (-2011) - Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",30240,..,..,0,0,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030241 -- (2012-) -- Herrings (Clupea harengus, Clupea pallasii)",30241,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030242 -- (2012-) -- Anchovies (Engraulis spp.),30242,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030243 -- (2012-) -- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",30243,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030244 -- (2012-) -- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",30244,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030245 -- (2012-) -- Jack and horse mackerel (Trachurus spp.),30245,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030246 -- (2012-) -- Cobia (Rachycentron canadum),30246,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030247 -- (2012-) -- Swordfish (Xiphias gladius),30247,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030250 -- (-2011) - Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",30250,0,0,0,0,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030251 -- (2012-) -- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",30251,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030252 -- (2012-) -- Haddock (Melanogrammus aeglefinus),30252,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030253 -- (2012-) -- Coalfish (Pollachius virens),30253,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030254 -- (2012-) -- Hake (Merluccius spp., Urophycis spp.)",30254,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030255 -- (2012-) -- Alaska Pollack (Theragra chalcogramma),30255,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030256 -- (2012-) -- Blue whitings (Micromesistius poutassou, Micromesistius australis)",30256,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030259 -- (2012-) -- Other,30259,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030261 -- (-2011) -- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",30261,22.99284935,18.52841949,8.247368813,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030262 -- (-2011) -- Haddock (Melanogrammus aeglefinus),30262,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030263 -- (-2011) -- Coalfish (Pollachius virens),30263,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030264 -- (-2011) -- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",30264,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030265 -- (-2011) -- Dogfish and other sharks,30265,0.734914005,0.681374073,0.677271426,0.632766485,0.612853587,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030266 -- (-2011) -- Eels (Anguilla spp.),30266,..,..,..,..,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030267 -- (2007-2011) -- Swordfish (Xiphias gladius),30267,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030268 -- (2007-2011) -- Toothfish (Dissostichus spp.),30268,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030269 -- (-2011) -- Other,30269,2.121201754,2.115561724,2.116317034,2.116847754,2.118672132,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030270 -- (-2011) - Livers and roes,30270,7.5,7.5,7.5,7.5,7.5,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030271 -- (2012-) -- Tilapias (Oreochromis spp.),30271,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030272 -- (2012-) -- Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",30272,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"030273 -- (2012-) -- Carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus)",30273,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030274 -- (2012-) -- Eels (Anguilla spp.),30274,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,030279 -- (2012-) -- Other,30279,..,..,..,..,..,..
