Reporter,Reporter Code,Partner Name,Partner Code,Tariff Indicator Name,Tariff Indicator Code,Product,Product Code,1989 [1989],1990 [1990],1991 [1991],1992 [1992],1993 [1993],1994 [1994]
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"291712 -- -- Adipic acid, its salts and esters",291712,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"291713 -- -- Azelaic acid, sebacic acid, their salts and esters",291713,..,..,..,4.800000191,4.800000191,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291714 -- -- Maleic anhydride,291714,..,10.87477493,11.03919983,..,11.24798012,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291719 -- -- Other,291719,10.70938778,11.55234432,11.53928852,..,11.60172176,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"291720 -- - Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives",291720,..,..,..,4.199999809,4.199999809,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291731 -- (-2006)  -- Dibutyl orthophthalates,291731,..,..,..,..,17.94738007,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291732 -- -- Dioctyl orthophthalates,291732,..,17.94471931,..,17.94602966,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291733 -- -- Dinonyl or didecyl orthophthalates,291733,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291734 -- -- Other esters of orthophthalic acid,291734,..,17.91503906,17.91571999,17.91193008,17.92476082,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291735 -- -- Phthalic anhydride,291735,12.84442997,12.92698956,12.81861019,12.9031496,13.2779398,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291736 -- -- Terephthalic acid and its salts,291736,22.70565033,..,..,23.5927906,24.00984001,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291737 -- -- Dimethyl terephthalate,291737,..,17.00960922,17.12232018,17.4402504,17.66103935,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291739 -- -- Other,291739,14.38699245,14.38569641,14.38518047,14.38451385,14.38476276,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"291811 -- -- Lactic acid, its salts and esters",291811,..,4.25,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291812 -- -- Tartaric acid,291812,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291813 -- -- Salts and esters of tartaric acid,291813,..,3.724999905,3.724999905,3.724999905,3.724999905,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291814 -- -- Citric acid,291814,6,6,6,6,6,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291815 -- -- Salts and esters of citric acid,291815,..,6.050000191,6.050000191,6.050000191,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"291816 -- -- Gluconic acid, its salts and esters",291816,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"291817 -- (-2001) - - Phenylglycolic acid (mandelic acid), its salts and esters",291817,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291818 -- (2007-) -- Chlorobenzilate (ISO),291818,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291819 -- -- Other,291819,..,9.189481735,9.167059898,..,9.12983799,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291821 -- -- Salicylic acid and its salts,291821,..,13.99524021,..,..,14.14680004,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"291822 -- -- O-Acetylsalicylic acid, its salts and esters",291822,8.5,8.5,8.5,8.5,8.5,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291823 -- -- Other esters of salicylic acid and their salts,291823,12.75499725,12.74094486,12.73314285,12.73007774,12.73094749,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291829 -- -- Other,291829,..,..,..,..,10.15233135,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"291830 -- - Carboxylic acids with aldehyde or ketone function but without other oxygen function, their anhydrides, halides, peroxides, peroxyacids and their derivatives",291830,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291890 -- (-2006) - Other,291890,10.07428837,10.08164215,10.06706047,10.05880165,10.05757904,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"291891 -- (2007-) -- 2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts and esters",291891,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291899 -- (2007-) -- Other,291899,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"291900 -- (-2006)  Phosphoric esters and their salts, including lactophosphates; their halogenated, sulphonated, nitrated or nitrosated derivatives.",291900,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"291910 -- (2007-) -Tris(2,3-dibromopropyl) phosphate",291910,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,291990 -- (2007-) - Other,291990,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"292010 -- (-2006)  - Thiophosphoric esters (phosphorothioates) and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives",292010,7.700000286,7.700000286,7.700000286,7.700000286,7.700000286,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292011 -- (2007-) -- Parathion (ISO) and parathion-methyl (ISO) (methyl-parathion),292011,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292019 -- (2007-) -- Other,292019,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292090 -- - Other,292090,..,..,..,7.799999714,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"292111 -- -- Methylamine, di- or trimethylamine and their salts",292111,..,..,3.700000048,3.700000048,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292112 -- (-2006)  -- Diethylamine and its salts,292112,..,3.700000048,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292119 -- -- Other,292119,5.800000191,5.800000191,5.800000191,5.800000191,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292121 -- -- Ethylenediamine and its salts,292121,..,..,..,5.800000191,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292122 -- -- Hexamethylenediamine and its salts,292122,..,..,..,..,11.66666698,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292129 -- -- Other,292129,7.900000095,7.900000095,..,7.900000095,7.900000095,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"292130 -- - Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",292130,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292141 -- -- Aniline and its salts,292141,19.14594078,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292142 -- -- Aniline derivatives and their salts,292142,12.73044586,12.72888374,12.72564983,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292143 -- -- Toluidines and their derivatives; salts thereof,292143,13.02768993,13.02557278,13.01801205,14.26027203,14.26923656,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292144 -- -- Diphenylamine and its derivatives; salts thereof,292144,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"292145 -- -- 1-Naphthylamine (alpha-naphthylamine), 2-naphthylamine (beta- naphthylamine) and their derivatives; salts thereof",292145,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"292146 -- (2002-) -- Amfetamine (INN), benzfetamine (INN), dexamfetamine (INN), etilamfetamine (INN), fencamfamin (INN), lefetamine (INN), levamfetamine (INN), mefenorex (INN) and phentermine (INN); salts thereof",292146,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292149 -- -- Other,292149,..,..,..,13.21372414,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"292151 -- -- o-, m-, p-Phenylenediamine, diaminotoluenes, and their derivatives; salts thereof",292151,12.05175018,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292159 -- -- Other,292159,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292211 -- -- Monoethanolamine and its salts,292211,..,11.30000019,11.30000019,11.30000019,11.30000019,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292212 -- -- Diethanolamine and its salts,292212,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292213 -- -- Triethanolamine and its salts,292213,..,..,11.30000019,11.30000019,11.30000019,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292214 -- (2002-) -- Dextropropoxyphene (INN) and its salts,292214,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292219 -- -- Other,292219,..,..,..,10.11378479,10.12246227,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292221 -- -- Aminohydroxynaphthalenesulphonic acids and their salts,292221,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"292222 -- (-2006)  -- Anisidines, dianisidines, phenetidines, and their salts",292222,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292229 -- -- Other,292229,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"292230 -- (-2001) - Amino-aldehydes, amino-ketones and amino-quinones, other than those containing more than one kind of oxygen function; salts thereof",292230,..,10.75884247,..,10.7513628,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"292231 -- (2002-) -- Amfepramone (INN), methadone (INN) and normethadone (INN); salts thereof",292231,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292239 -- (2002-) -- Other,292239,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292241 -- -- Lysine and its esters; salts thereof,292241,3.700000048,3.700000048,3.700000048,3.700000048,3.700000048,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292242 -- -- Glutamic acid and its salts,292242,..,7.849999905,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292243 -- (1996-) -- Anthranilic acid and its salts,292243,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292244 -- (2002-) -- Tilidine (INN) and its salts,292244,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292249 -- -- Other,292249,8.50065136,8.487574577,8.473121643,8.463228226,8.250561714,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"292250 -- - Amino-alcohol-phenols, amino-acid-phenols and other amino- compounds with oxygen function",292250,9.182552338,9.182562828,9.181285858,..,9.062571526,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292310 -- - Choline and its salts,292310,3.700000048,3.700000048,..,3.700000048,3.700000048,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292320 -- - Lecithins and other phosphoaminolipids,292320,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292390 -- - Other,292390,..,..,6.199999809,..,6.199999809,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292410 -- (-2001) - Acyclic amides (including acyclic carbamates) and their derivatives; salts thereof,292410,5.800000191,5.800000191,5.800000191,5.800000191,5.800000191,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292411 -- (2002-) -- Meprobamate (INN),292411,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"292412 -- (2007-) -- Fluoroacetamide (ISO), monocrotophos (ISO) and phosphamidon (ISO)",292412,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292419 -- (2002-) -- Other,292419,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292421 -- -- Ureines and their derivatives; salts thereof,292421,12.05432606,12.04115391,12.04611397,12.02639389,13.10950756,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292422 -- (1996-2001)  - - 2-Acetamidobenzoic acid,292422,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292423 -- (2002-) -- 2-acetamidobenzoic acid (N-acetylanthranilic acid) and its salts,292423,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292424 -- (2002-) -- Ethinamate (INN),292424,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292429 -- -- Other,292429,10.79004192,..,10.9737072,10.97622681,11.83737659,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292511 -- -- Saccharin and its salts,292511,6.900000095,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292512 -- (2002-) -- Glutethimide (INN),292512,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292519 -- -- Other,292519,11.23333359,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292520 -- (-2006)  - Imines and their derivatives; salts thereof,292520,8.425000191,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292521 -- (2007-) -- Chlordimeform (ISO),292521,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292529 -- (2007-) -- Other,292529,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292610 -- - Acrylonitrile,292610,..,11.60000038,..,..,11.60000038,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292620 -- - 1-Cyanoguanidine (dicyandiamide),292620,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"292630 -- (2002-) - Fenproporex (INN) and its salts; methadone (INN) intermediate (4-cyano-2-dimethylamino-4,4-diphenylbutane)",292630,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292690 -- - Other,292690,..,10.52499962,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"292700 -- Diazo-, azo- or azoxy-compounds.",292700,10.65000057,10.65000057,10.65000057,10.65000057,10.65000057,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292800 -- Organic derivatives of hydrazine or of hydroxylamine.,292800,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292910 -- - Isocyanates,292910,11.74642181,11.75203133,..,11.75817776,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,292990 -- - Other,292990,..,..,12.76626301,12.76398373,12.77602673,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293010 -- (-2006)  - Dithiocarbonates (xanthates),293010,3.700000048,3.700000048,3.700000048,3.700000048,3.700000048,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293020 -- - Thiocarbamates and dithiocarbamates,293020,7.966666698,7.966666698,7.966666698,7.966666698,7.966666698,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"293030 -- - Thiuram mono-, di- or tetrasulphides",293030,3.700000048,3.700000048,3.700000048,3.700000048,3.700000048,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293040 -- - Methionine,293040,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293050 -- (2007-) - Captafol (ISO) and methamidophos (ISO),293050,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293090 -- - Other,293090,6.450000286,6.450000286,6.450000286,6.450000286,6.485715389,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293100 -- (-2011) Other organo-inorganic compounds.,293100,9.951530457,9.951695442,9.952482224,9.952899933,9.954565048,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293110 -- (2012-) -Tetramethyl lead and tetraethyl lead,293110,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293120 -- (2012-) -Tributyltin compounds,293120,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293190 -- (2012-) - Other,293190,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293211 -- -- Tetrahydrofuran,293211,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293212 -- -- 2-Furaldehyde (furfuraldehyde),293212,0,0,0,0,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293213 -- -- Furfuryl alcohol and tetrahydrofurfuryl alcohol,293213,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293219 -- -- Other,293219,5.199999809,5.199999809,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293220 -- (2012-) - Lactones,293220,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"293221 -- (-2011) -- Coumarin, methylcoumarins and ethylcoumarins",293221,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293229 -- (-2011) -- Other lactones,293229,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293290 -- (-1995) Other,293290,7.708329678,7.706781864,7.704892635,7.703227997,7.701286316,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293291 -- (1996-) -- Isosafrole,293291,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"293292 -- (1996-) -- 1-(1,3-Benzodioxol-5-yl)propan-2-one",293292,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293293 -- (1996-) -- Piperonal,293293,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293294 -- (1996-) -- Safrole,293294,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293295 -- (2002-) -- Tetrahydrocannabinols (all isomers),293295,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293299 -- (1996-) -- Other,293299,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293311 -- -- Phenazone (antipyrin) and its derivatives,293311,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293319 -- -- Other,293319,..,..,9.523450851,9.522687912,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293321 -- -- Hydantoin and its derivatives,293321,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293329 -- -- Other,293329,..,8.86043644,..,8.863474846,8.865771294,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293331 -- -- Pyridine and its salts,293331,0,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293332 -- (1996-) -- Piperidine and its salts,293332,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"293333 -- (2002-) -- Alfentanil (INN), anileridine (INN), bezitramide (INN), bromazepam (INN), difenoxin (INN), diphenoxylate (INN), dipipanone (INN), fentanyl (INN), ketobemidone (INN), methylphenidate (INN), pentazocine (INN), pethidine (INN), pethidine (INN) int",293333,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293339 -- -- Other,293339,..,..,..,10.41335011,10.19342709,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"293340 -- (-2001) - Compounds containing a quinoline or isoquinoline ring-system (whether or not hydrogenated), not further fused",293340,10.22597599,10.22529125,10.22383404,10.22258854,10.66805458,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293341 -- (2002-) -- Levorphanol (INN) and its salts,293341,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293349 -- (2002-) -- Other,293349,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293351 -- (-2001) - - Malonylurea (barbituric acid) and its derivatives; salts thereof,293351,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293352 -- (2002-) -- Malonylurea (barbituric acid) and its salts,293352,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"293353 -- (2002-) -- Allobarbital (INN), amobarbital (INN), barbital (INN), butalbital (INN), butobarbital, cyclobarbital (INN), methylphenobarbital (INN), pentobarbital (INN), phenobarbital (INN), secbutabarbital (INN), secobarbital (INN) and vinylbital (INN); sal",293353,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293354 -- (2002-) -- Other derivatives of malonylurea (barbituric acid); salts thereof,293354,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"293355 -- (2002-) -- Loprazolam (INN), mecloqualone (INN), methaqualone (INN) and zipeprol (INN); salts thereof",293355,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293359 -- -- Other,293359,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293361 -- -- Melamine,293361,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293369 -- -- Other,293369,..,..,3.5,3.5,3.5,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293371 -- -- 6-Hexanelactam (epsilon-caprolactam),293371,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293372 -- (2002-) -- Clobazam (INN) and methyprylon (INN),293372,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293379 -- -- Other lactams,293379,9.62230587,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293390 -- (-2001) - Other,293390,8.050556183,8.04977417,8.048873901,8.047821999,7.935592175,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"293391 -- (2002-) -- Alprazolam (INN), camazepam (INN), chlordiazepoxide (INN), clonazepam (INN), clorazepate, delorazepam (INN), diazepam (INN), estazolam (INN), ethyl loflazepate (INN), fludiazepam (INN), flunitrazepam (INN), flurazepam (INN), halazepam (INN), lo",293391,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293399 -- (2002-) -- Other,293399,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293410 -- - Compounds containing an unfused thiazole ring (whether or not hydrogenated) in the structure,293410,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"293420 -- - Compounds containing in the structure a benzothiazole ring- system (whether or not hydrogenated), not further fused",293420,13.15596008,13.13209057,13.11904621,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"293430 -- - Compounds containing in the structure a phenothiazine ring- system (whether or not hydrogenated), not further fused",293430,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293490 -- (-2001) - Other,293490,9.61722374,9.616745949,9.616438866,..,10.09228611,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"293491 -- (2002-) -- Aminorex (INN), brotizolam (INN), clotiazepam (INN), cloxazolam (INN), dextromoramide (INN), haloxazolam (INN), ketazolam (INN), mesocarb (INN), oxazolam (INN), pemoline (INN), phendimetrazine (INN), phenmetrazine (INN) and sufentanil (INN); sa",293491,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293499 -- (2002-) -- Other,293499,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293500 -- Sulphonamides.,293500,10.48068523,10.24223328,10.24245262,10.24284649,10.03384399,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"293610 -- (-2006)  - Provitamins, unmixed",293610,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293621 -- -- Vitamins A and their derivatives,293621,..,3.099999905,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293622 -- -- Vitamin B1 and its derivatives,293622,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293623 -- -- Vitamin B2 and its derivatives,293623,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293624 -- -- D- or DL-Pantothenic acid (Vitamin B3 or Vitamin B5) and its derivatives,293624,3.099999905,3.099999905,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293625 -- -- Vitamin B6 and its derivatives,293625,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293626 -- -- Vitamin B12 and its derivatives,293626,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293627 -- -- Vitamin C and its derivatives,293627,..,..,3.099999905,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293628 -- -- Vitamin E and its derivatives,293628,..,..,..,7.900000095,7.900000095,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293629 -- -- Other vitamins and their derivatives,293629,5,5,5,5,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"293690 -- - Other, including natural concentrates",293690,..,..,..,..,4,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"293710 -- (-2001) - Pituitary (anterior) or similar hormones, and their derivatives",293710,..,1.799999952,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"293711 -- (2002-) -- Somatotropin, its derivatives and structural analogues",293711,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293712 -- (2002-) -- Insulin and its salts,293712,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293719 -- (2002-) -- Other,293719,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"293721 -- -- Cortisone, hydrocortisone, prednisone (dehydrocortisone) and prednisolone (dehydrohydrocortisone)",293721,..,..,..,6,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293722 -- -- Halogenated derivatives of corticosteroidal hormones,293722,6,6,6,6,6,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293723 -- (2002-) -- Oestrogens and progestogens,293723,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293729 -- -- Other,293729,6,..,..,..,6,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293731 -- (2002-2011) -- Epinephrine,293731,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293739 -- (2002-2011) -- Other,293739,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293740 -- (2002-2011) - Amino-acid derivatives,293740,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,"293750 -- (2002-) - Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues",293750,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293790 -- (2002-) - Other,293790,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293791 -- (-2001) - - Insulin and its salts,293791,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293792 -- (-2001) - - Oestrogens and progestogens,293792,6.266666412,6.266666412,6.266666412,6.266666412,6.875,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293799 -- (-2001) - - Other,293799,5.050000191,5.050000191,5.050000191,5.050000191,5.050000191,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293810 -- - Rutoside (rutin) and its derivatives,293810,..,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293890 -- - Other,293890,3.700000048,..,..,..,..,..
United States,840,Mexico,484,B.Weighted Average,Weighted Average,293910 -- (-2001) - Alkaloids of opium and their derivatives; salts thereof,293910,..,..,..,..,..,..
